Year,Average,MP_Change,MicroPlastic_Amt,Percentage_Change,plastic_zone.zone,CPC_Group_En,Name_En
2003,2282,3.0288381509391518,358204,0.07085875175973722,67,"Molluscs live, fresh or chilled",Japanese carpet shell
2003,0,3.0288381509391518,358204,0,67,"Molluscs live, fresh or chilled",Marine molluscs nei
2003,17,3.0288381509391518,179102,-0.19047619047619047,67,"Molluscs live, fresh or chilled",Olympia oyster
2003,25296.5,3.0288381509391518,358204,-0.010386511227603474,67,"Molluscs live, fresh or chilled",Pacific cupped oyster
2003,220,3.0288381509391518,179102,-0.06382978723404255,67,"Molluscs live, fresh or chilled",Pacific geoduck
2003,5,3.0288381509391518,179102,0.25,67,"Molluscs live, fresh or chilled",Pacific horse clam
2003,64,3.0288381509391518,179102,-0.6878048780487804,67,"Molluscs live, fresh or chilled",Pacific littleneck clam
2003,86.66666666666667,3.0288381509391518,537306,0.3,67,"Molluscs live, fresh or chilled",Scallops nei
2003,58.5,0.009279111662384454,683504,0.10377358490566038,77,"Crustaceans, live, fresh or chilled",Blue shrimp
2003,0,0.009279111662384454,341752,0,77,"Crustaceans, live, fresh or chilled",Giant tiger prawn
2003,0,0.009279111662384454,341752,0,77,"Crustaceans, live, fresh or chilled",Indo-Pacific swamp crab
2003,0,0.009279111662384454,341752,0,77,"Crustaceans, live, fresh or chilled",Natantian decapods nei
2003,,-1,,-1,77,"Crustaceans, live, fresh or chilled",Penaeus shrimps nei
2003,15585.875,0.15346184189986795,2734016,-0.02979826948386872,77,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
2003,9,-0.7476802220844039,341752,0,77,"Fish live, fresh or chilled for human consumption",Barramundi(=Giant seaperch)
2003,0,0.009279111662384454,341752,0,77,"Fish live, fresh or chilled for human consumption",Flathead grey mullet
2003,2.5,0.009279111662384454,683504,-0.5833333333333334,77,"Fish live, fresh or chilled for human consumption",Marine fishes nei
2003,10,0.009279111662384454,683504,0.42857142857142855,77,"Fish live, fresh or chilled for human consumption",Milkfish
2003,415,0.009279111662384454,683504,0,77,"Fish live, fresh or chilled for human consumption",Mozambique tilapia
2003,517,0.009279111662384454,341752,0,77,"Fish live, fresh or chilled for human consumption",Pacific bluefin tuna
2003,1,0.009279111662384454,341752,0,77,"Fish live, fresh or chilled for human consumption",Sixfinger threadfin
2003,25,0.009279111662384454,341752,0,77,"Molluscs live, fresh or chilled",Abalones nei
2003,0,0.009279111662384454,341752,0,77,"Molluscs live, fresh or chilled",Anadara clams nei
2003,0,0.009279111662384454,341752,0,77,"Molluscs live, fresh or chilled",Bear paw clam
2003,1,0.009279111662384454,683504,0,77,"Molluscs live, fresh or chilled","Clams, etc. nei"
2003,409,0.009279111662384454,341752,18.476190476190474,77,"Molluscs live, fresh or chilled",Cortez oyster
2003,0.5,0.009279111662384454,683504,-0.5,77,"Molluscs live, fresh or chilled",Elongate giant clam
2003,0.5,0.009279111662384454,683504,0,77,"Molluscs live, fresh or chilled",Fluted giant clam
2003,0,0.009279111662384454,341752,0,77,"Molluscs live, fresh or chilled",Gastropods nei
2003,0,0.009279111662384454,683504,0,77,"Molluscs live, fresh or chilled",Giant clam
2003,0,0.009279111662384454,341752,0,77,"Molluscs live, fresh or chilled",Pacific asaphis
2003,3,0.009279111662384454,341752,0,77,"Molluscs live, fresh or chilled",Pacific calico scallop
2003,762,0.009279111662384454,683504,0.1651376146788991,77,"Molluscs live, fresh or chilled",Pacific cupped oyster
2003,0,0.009279111662384454,341752,0,77,"Molluscs live, fresh or chilled",Red abalone
2003,0,0.009279111662384454,341752,0,77,"Molluscs live, fresh or chilled",Rough turban
2003,8.666666666666666,0.009279111662384454,1025256,0,77,"Molluscs live, fresh or chilled",Sea mussels nei
2003,0,0.009279111662384454,683504,0,77,"Molluscs live, fresh or chilled",Smooth giant clam
2003,0,0.009279111662384454,341752,0,77,Other aquatic plants and animals,""
2003,1942.8069999999998,0.009279111662384454,341752,0.5327563558904186,77,Other aquatic plants and animals,Blacklip pearl oyster
2003,0,0.009279111662384454,341752,0,77,Other aquatic plants and animals,Coarse seagrape
2003,50,0.009279111662384454,341752,0,77,Other aquatic plants and animals,Elkhorn sea moss
2003,10.250999999999998,0.009279111662384454,341752,-0.09411452810180387,77,Other aquatic plants and animals,Pearl oyster shells nei
2004,45,-0.6497862276968177,62122.67,-0.8192771084337349,21,"Crustaceans, live, fresh or chilled",Blue crab
2004,0,-0.6497862276968177,62122.67,0,21,"Fish live, fresh or chilled for human consumption",Atlantic bluefin tuna
2004,0,-0.6497862276968177,62122.67,0,21,"Fish live, fresh or chilled for human consumption",Atlantic cod
2004,28375.666666666668,-0.6497862276968176,186368.01,-0.0033717731077679562,21,"Fish live, fresh or chilled for human consumption",Atlantic salmon
2004,5083,-0.6497862276968177,62122.67,-0.12119640387275242,21,"Molluscs live, fresh or chilled",American cupped oyster
2004,15642,-0.6497862276968176,186368.01,0.10245506871843059,21,"Molluscs live, fresh or chilled",Blue mussel
2004,0,-0.6497862276968177,62122.67,0,21,"Molluscs live, fresh or chilled",Butter clam
2004,808,-0.6497862276968177,124245.34,0.38831615120274915,21,"Molluscs live, fresh or chilled",Marine molluscs nei
2004,66390,-0.6497862276968177,62122.67,1.0789753867351413,21,"Molluscs live, fresh or chilled",Northern quahog(=Hard clam)
2004,250,-0.6497862276968177,62122.67,-0.5078740157480315,21,"Molluscs live, fresh or chilled",Sand gaper
2004,10,-0.6497862276968177,124245.34,-0.3333333333333333,21,"Molluscs live, fresh or chilled",Scallops nei
2004,0,-0.6166636469480394,471810,0,31,"Crustaceans, live, fresh or chilled",Brine shrimp
2004,0,-0.6166636469480394,471810,0,31,"Crustaceans, live, fresh or chilled",Callinectes swimcrabs nei
2004,0,-0.6166636469480394,471810,0,31,"Crustaceans, live, fresh or chilled",Caribbean spiny lobster
2004,0,-0.6166636469480394,471810,0,31,"Crustaceans, live, fresh or chilled",Marine crabs nei
2004,0,-0.6166636469480394,471810,0,31,"Crustaceans, live, fresh or chilled",Northern white shrimp
2004,294,-0.6166636469480394,1415430,0.2727272727272727,31,"Crustaceans, live, fresh or chilled",Penaeus shrimps nei
2004,111,-0.6166636469480394,471810,-0.918978102189781,31,"Crustaceans, live, fresh or chilled",Southern white shrimp
2004,1,-0.6166636469480394,471810,-0.6666666666666666,31,"Crustaceans, live, fresh or chilled",Tropical spiny lobsters nei
2004,6164.545454545455,-0.5783300116428434,5189910,0.1494369775960647,31,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
2004,11,-0.6166636469480394,471810,0,31,"Fish live, fresh or chilled for human consumption",Black seabass
2004,0,-0.6166636469480394,471810,0,31,"Fish live, fresh or chilled for human consumption",Bluegill
2004,20.666666666666668,-0.42499547042205915,1415430,-0.17333333333333328,31,"Fish live, fresh or chilled for human consumption",Cobia
2004,2,-0.6166636469480394,471810,0,31,"Fish live, fresh or chilled for human consumption",Crevalle jack
2004,3,-0.6166636469480394,471810,0.5,31,"Fish live, fresh or chilled for human consumption",European seabass
2004,1.5,-0.2333272938960789,943620,0,31,"Fish live, fresh or chilled for human consumption",Florida pompano
2004,69,-0.6166636469480394,471810,-0.5174825174825175,31,"Fish live, fresh or chilled for human consumption",Gilthead seabream
2004,0,-0.6166636469480394,943620,0,31,"Fish live, fresh or chilled for human consumption",Marine fishes nei
2004,483,-0.42499547042205915,1415430,12.232876712328768,31,"Fish live, fresh or chilled for human consumption",Red drum
2004,35193,-0.6166636469480394,1415430,0.5989065907438816,31,"Molluscs live, fresh or chilled",American cupped oyster
2004,0,-0.6166636469480394,943620,0,31,"Molluscs live, fresh or chilled","Clams, etc. nei"
2004,592,-0.6166636469480394,943620,-0.09824828636709824,31,"Molluscs live, fresh or chilled",Mangrove cupped oyster
2004,598,-0.6166636469480394,943620,-0.0033333333333333335,31,"Molluscs live, fresh or chilled",Pacific cupped oyster
2004,4,-0.6166636469480394,471810,-0.84,31,"Molluscs live, fresh or chilled",Queen conch
2004,5,-0.6166636469480394,471810,-0.75,31,Other aquatic plants and animals,Eucheuma seaweeds nei
2004,0,-0.6166636469480394,471810,0,31,Other aquatic plants and animals,Gracilaria seaweeds
2004,61774,3.3323413473886387,1551862,-0.1500316464404634,67,"Fish live, fresh or chilled for human consumption",Atlantic salmon
2004,,-1,,-1,67,"Fish live, fresh or chilled for human consumption",Chinook(=Spring=King) salmon
2004,,-1,,-1,67,"Fish live, fresh or chilled for human consumption",Coho(=Silver) salmon
2004,262,0,775931,0,67,"Molluscs live, fresh or chilled",Abalones nei
2004,78,3.3323413473886387,1551862,10.142857142857142,67,"Molluscs live, fresh or chilled",Blue mussel
2004,5,3.3323413473886387,775931,0,67,"Molluscs live, fresh or chilled",Butter clam
2004,1,0,775931,0,67,"Molluscs live, fresh or chilled",Cockles nei
2004,402,3.3323413473886387,775931,0.47794117647058826,67,"Molluscs live, fresh or chilled",Cupped oysters nei
2004,44,3.3323413473886387,775931,-0.043478260869565216,67,"Molluscs live, fresh or chilled",European flat oyster
2004,0,3.3323413473886387,775931,0,67,"Molluscs live, fresh or chilled",Flat oysters nei
2004,2385.5,3.3323413473886387,1551862,0.04535495179666959,67,"Molluscs live, fresh or chilled",Japanese carpet shell
2004,0,3.3323413473886387,1551862,0,67,"Molluscs live, fresh or chilled",Marine molluscs nei
2004,14,3.3323413473886387,775931,-0.17647058823529413,67,"Molluscs live, fresh or chilled",Olympia oyster
2004,25790,3.3323413473886387,1551862,0.019508627675765423,67,"Molluscs live, fresh or chilled",Pacific cupped oyster
2004,349,3.3323413473886387,775931,0.5863636363636363,67,"Molluscs live, fresh or chilled",Pacific geoduck
2004,5,3.3323413473886387,775931,0,67,"Molluscs live, fresh or chilled",Pacific horse clam
2004,79,3.3323413473886387,775931,0.234375,67,"Molluscs live, fresh or chilled",Pacific littleneck clam
2004,51.333333333333336,3.3323413473886387,2327793,-0.4076923076923077,67,"Molluscs live, fresh or chilled",Scallops nei
2004,30,2.9780220744867623,2718994,-0.48717948717948717,77,"Crustaceans, live, fresh or chilled",Blue shrimp
2004,0,2.9780220744867623,1359497,0,77,"Crustaceans, live, fresh or chilled",Giant tiger prawn
2004,0,2.9780220744867623,1359497,0,77,"Crustaceans, live, fresh or chilled",Indo-Pacific swamp crab
2004,0,2.9780220744867623,1359497,0,77,"Crustaceans, live, fresh or chilled",Natantian decapods nei
2004,19664.375,2.9780220744867623,10875976,0.26167924482905197,77,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
2004,1,2.9780220744867623,1359497,-0.8888888888888888,77,"Fish live, fresh or chilled for human consumption",Barramundi(=Giant seaperch)
2004,0,2.9780220744867623,1359497,0,77,"Fish live, fresh or chilled for human consumption",Flathead grey mullet
2004,5,2.9780220744867623,2718994,1,77,"Fish live, fresh or chilled for human consumption",Marine fishes nei
2004,0,2.9780220744867623,2718994,-1,77,"Fish live, fresh or chilled for human consumption",Milkfish
2004,,-1,,-1,77,"Fish live, fresh or chilled for human consumption",Mozambique tilapia
2004,4193,2.9780220744867623,1359497,7.110251450676983,77,"Fish live, fresh or chilled for human consumption",Pacific bluefin tuna
2004,2,2.9780220744867623,1359497,1,77,"Fish live, fresh or chilled for human consumption",Sixfinger threadfin
2004,31,2.9780220744867623,1359497,0.24,77,"Molluscs live, fresh or chilled",Abalones nei
2004,,-1,,0,77,"Molluscs live, fresh or chilled",Anadara clams nei
2004,,-1,,0,77,"Molluscs live, fresh or chilled",Bear paw clam
2004,1,2.9780220744867623,2718994,0,77,"Molluscs live, fresh or chilled","Clams, etc. nei"
2004,317,2.9780220744867623,1359497,-0.22493887530562348,77,"Molluscs live, fresh or chilled",Cortez oyster
2004,2,0.9890110372433811,1359497,3,77,"Molluscs live, fresh or chilled",Elongate giant clam
2004,1,0.9890110372433811,1359497,1,77,"Molluscs live, fresh or chilled",Fluted giant clam
2004,0,2.9780220744867623,1359497,0,77,"Molluscs live, fresh or chilled",Gastropods nei
2004,0,0.9890110372433811,1359497,0,77,"Molluscs live, fresh or chilled",Giant clam
2004,0,2.9780220744867623,1359497,0,77,"Molluscs live, fresh or chilled",Pacific asaphis
2004,3,2.9780220744867623,1359497,0,77,"Molluscs live, fresh or chilled",Pacific calico scallop
2004,639,2.9780220744867623,2718994,-0.16141732283464566,77,"Molluscs live, fresh or chilled",Pacific cupped oyster
2004,0,2.9780220744867623,1359497,0,77,"Molluscs live, fresh or chilled",Red abalone
2004,0,2.9780220744867623,1359497,0,77,"Molluscs live, fresh or chilled",Rough turban
2004,18,0.3260073581622541,1359497,1.076923076923077,77,"Molluscs live, fresh or chilled",Sea mussels nei
2004,0,0.9890110372433811,1359497,0,77,"Molluscs live, fresh or chilled",Smooth giant clam
2004,0,2.9780220744867623,1359497,0,77,Other aquatic plants and animals,""
2004,1826.8759999999966,2.9780220744867623,1359497,-0.059671907708796205,77,Other aquatic plants and animals,Blacklip pearl oyster
2004,0,2.9780220744867623,1359497,0,77,Other aquatic plants and animals,Coarse seagrape
2004,30,2.9780220744867623,1359497,-0.4,77,Other aquatic plants and animals,Elkhorn sea moss
2004,8.92699999999997,2.9780220744867623,1359497,-0.12915813091405995,77,Other aquatic plants and animals,Pearl oyster shells nei
2005,,-1,,-1,21,"Crustaceans, live, fresh or chilled",Blue crab
2005,0,5.25708779097872,388707,0,21,"Fish live, fresh or chilled for human consumption",Atlantic bluefin tuna
2005,0,5.25708779097872,388707,0,21,"Fish live, fresh or chilled for human consumption",Atlantic cod
2005,26467,5.257087790978719,1166121,-0.06726420524627913,21,"Fish live, fresh or chilled for human consumption",Atlantic salmon
2005,4946,5.25708779097872,388707,-0.026952587054888844,21,"Molluscs live, fresh or chilled",American cupped oyster
2005,16028.666666666666,5.257087790978719,1166121,0.024719771555214553,21,"Molluscs live, fresh or chilled",Blue mussel
2005,0,5.25708779097872,388707,0,21,"Molluscs live, fresh or chilled",Butter clam
2005,832,5.25708779097872,777414,0.0297029702970297,21,"Molluscs live, fresh or chilled",Marine molluscs nei
2005,38635,5.25708779097872,388707,-0.418059948787468,21,"Molluscs live, fresh or chilled",Northern quahog(=Hard clam)
2005,250,5.25708779097872,388707,0,21,"Molluscs live, fresh or chilled",Sand gaper
2005,11,5.25708779097872,777414,0.1,21,"Molluscs live, fresh or chilled",Scallops nei
2005,0,3.419755833916195,2085285,0,31,"Crustaceans, live, fresh or chilled",Brine shrimp
2005,0,3.419755833916195,2085285,0,31,"Crustaceans, live, fresh or chilled",Callinectes swimcrabs nei
2005,0,3.419755833916195,2085285,0,31,"Crustaceans, live, fresh or chilled",Caribbean spiny lobster
2005,0,3.419755833916195,2085285,0,31,"Crustaceans, live, fresh or chilled",Marine crabs nei
2005,0,3.419755833916195,2085285,0,31,"Crustaceans, live, fresh or chilled",Northern white shrimp
2005,303,3.419755833916195,6255855,0.030612244897959183,31,"Crustaceans, live, fresh or chilled",Penaeus shrimps nei
2005,0,3.419755833916195,2085285,-1,31,"Crustaceans, live, fresh or chilled",Southern white shrimp
2005,0,3.419755833916195,2085285,-1,31,"Crustaceans, live, fresh or chilled",Tropical spiny lobsters nei
2005,5307.333333333333,3.8215518188176674,25023420,-0.13905520326402213,31,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
2005,,-1,,-1,31,"Fish live, fresh or chilled for human consumption",Black seabass
2005,0,3.419755833916195,2085285,0,31,"Fish live, fresh or chilled for human consumption",Bluegill
2005,24,3.419755833916195,6255855,0.1612903225806451,31,"Fish live, fresh or chilled for human consumption",Cobia
2005,,-1,,-1,31,"Fish live, fresh or chilled for human consumption",Crevalle jack
2005,2,3.419755833916195,2085285,-0.3333333333333333,31,"Fish live, fresh or chilled for human consumption",European seabass
2005,3.5,3.419755833916195,4170570,1.3333333333333333,31,"Fish live, fresh or chilled for human consumption",Florida pompano
2005,350,3.419755833916195,2085285,4.072463768115942,31,"Fish live, fresh or chilled for human consumption",Gilthead seabream
2005,0,1.2098779169580975,2085285,0,31,"Fish live, fresh or chilled for human consumption",Marine fishes nei
2005,392.92500000000007,4.893007778554927,8341140,-0.18649068322981352,31,"Fish live, fresh or chilled for human consumption",Red drum
2005,19305,3.419755833916195,6255855,-0.4514534140311994,31,"Molluscs live, fresh or chilled",American cupped oyster
2005,7,3.419755833916195,4170570,0,31,"Molluscs live, fresh or chilled","Clams, etc. nei"
2005,523,3.419755833916195,4170570,-0.11655405405405406,31,"Molluscs live, fresh or chilled",Mangrove cupped oyster
2005,,-1,,-1,31,"Molluscs live, fresh or chilled",Pacific cupped oyster
2005,4,3.419755833916195,2085285,0,31,"Molluscs live, fresh or chilled",Queen conch
2005,14,3.419755833916195,2085285,1.8,31,Other aquatic plants and animals,Eucheuma seaweeds nei
2005,0,3.419755833916195,2085285,0,31,Other aquatic plants and animals,Gracilaria seaweeds
2005,63370,-1,,0.025836112280247354,67,"Fish live, fresh or chilled for human consumption",Atlantic salmon
2005,253,-1,,-0.03435114503816794,67,"Molluscs live, fresh or chilled",Abalones nei
2005,78,-1,,0,67,"Molluscs live, fresh or chilled",Blue mussel
2005,5,-1,,0,67,"Molluscs live, fresh or chilled",Butter clam
2005,,-1,,-1,67,"Molluscs live, fresh or chilled",Cockles nei
2005,400,-1,,-0.004975124378109453,67,"Molluscs live, fresh or chilled",Cupped oysters nei
2005,50,-1,,0.13636363636363635,67,"Molluscs live, fresh or chilled",European flat oyster
2005,0,-1,,0,67,"Molluscs live, fresh or chilled",Flat oysters nei
2005,2895,-1,,0.21358205826870677,67,"Molluscs live, fresh or chilled",Japanese carpet shell
2005,0,-1,,0,67,"Molluscs live, fresh or chilled",Marine molluscs nei
2005,14,-1,,0,67,"Molluscs live, fresh or chilled",Olympia oyster
2005,24863.5,-1,,-0.035924777045366424,67,"Molluscs live, fresh or chilled",Pacific cupped oyster
2005,400,-1,,0.14613180515759314,67,"Molluscs live, fresh or chilled",Pacific geoduck
2005,2,-1,,-0.6,67,"Molluscs live, fresh or chilled",Pacific horse clam
2005,60,-1,,-0.24050632911392406,67,"Molluscs live, fresh or chilled",Pacific littleneck clam
2005,150.66666666666666,-1,,1.9350649350649347,67,"Molluscs live, fresh or chilled",Scallops nei
2005,29.5,-1,,-0.016666666666666666,77,"Crustaceans, live, fresh or chilled",Blue shrimp
2005,0,-1,,0,77,"Crustaceans, live, fresh or chilled",Giant tiger prawn
2005,0,-1,,0,77,"Crustaceans, live, fresh or chilled",Indo-Pacific swamp crab
2005,0,-1,,0,77,"Crustaceans, live, fresh or chilled",Natantian decapods nei
2005,34481.555555555555,-1,,0.7535037627972185,77,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
2005,6,-1,,5,77,"Fish live, fresh or chilled for human consumption",Barramundi(=Giant seaperch)
2005,0,-1,,0,77,"Fish live, fresh or chilled for human consumption",Flathead grey mullet
2005,26,0,,0,77,"Fish live, fresh or chilled for human consumption",Longfin yellowtail
2005,4,-1,,-0.2,77,"Fish live, fresh or chilled for human consumption",Marine fishes nei
2005,0,-1,,0,77,"Fish live, fresh or chilled for human consumption",Milkfish
2005,3402,-1,,-0.18864774624373956,77,"Fish live, fresh or chilled for human consumption",Pacific bluefin tuna
2005,1,-1,,-0.5,77,"Fish live, fresh or chilled for human consumption",Sixfinger threadfin
2005,1,0,,0,77,"Fish live, fresh or chilled for human consumption",Spotted rose snapper
2005,1133,0,,0,77,"Fish live, fresh or chilled for human consumption",Yellowfin tuna
2005,18,-1,,-0.41935483870967744,77,"Molluscs live, fresh or chilled",Abalones nei
2005,75,-1,,74,77,"Molluscs live, fresh or chilled","Clams, etc. nei"
2005,593,-1,,0.8706624605678234,77,"Molluscs live, fresh or chilled",Cortez oyster
2005,1,-1,,-0.5,77,"Molluscs live, fresh or chilled",Elongate giant clam
2005,0,-1,,-1,77,"Molluscs live, fresh or chilled",Fluted giant clam
2005,0,-1,,0,77,"Molluscs live, fresh or chilled",Gastropods nei
2005,0,-1,,0,77,"Molluscs live, fresh or chilled",Giant clam
2005,0,-1,,0,77,"Molluscs live, fresh or chilled",Pacific asaphis
2005,0,-1,,-1,77,"Molluscs live, fresh or chilled",Pacific calico scallop
2005,709,-1,,0.10954616588419405,77,"Molluscs live, fresh or chilled",Pacific cupped oyster
2005,24,-1,,0,77,"Molluscs live, fresh or chilled",Red abalone
2005,0,-1,,0,77,"Molluscs live, fresh or chilled",Rough turban
2005,119,-1,,5.611111111111111,77,"Molluscs live, fresh or chilled",Sea mussels nei
2005,0,-1,,0,77,"Molluscs live, fresh or chilled",Smooth giant clam
2005,0,-1,,0,77,Other aquatic plants and animals,""
2005,1438.9755,-1,,-0.2123299556182233,77,Other aquatic plants and animals,Blacklip pearl oyster
2005,0,-1,,0,77,Other aquatic plants and animals,Coarse seagrape
2005,80,-1,,1.6666666666666667,77,Other aquatic plants and animals,Elkhorn sea moss
2005,9.027,-1,,0.011201971546995652,77,Other aquatic plants and animals,Pearl oyster shells nei
2006,0,-0.8183670476734404,70602,0,21,"Fish live, fresh or chilled for human consumption",Atlantic bluefin tuna
2006,0,-0.8183670476734404,70602,0,21,"Fish live, fresh or chilled for human consumption",Atlantic cod
2006,35415,-0.8183670476734404,211806,0.3380813843654362,21,"Fish live, fresh or chilled for human consumption",Atlantic salmon
2006,4988,-0.8183670476734404,70602,0.008491710473109584,21,"Molluscs live, fresh or chilled",American cupped oyster
2006,16510.666666666668,-0.8183670476734404,211806,0.03007112257205851,21,"Molluscs live, fresh or chilled",Blue mussel
2006,0,-0.8183670476734404,70602,0,21,"Molluscs live, fresh or chilled",Butter clam
2006,719,-0.8183670476734404,141204,-0.13581730769230768,21,"Molluscs live, fresh or chilled",Marine molluscs nei
2006,27000,-0.8183670476734404,70602,-0.30115180535783614,21,"Molluscs live, fresh or chilled",Northern quahog(=Hard clam)
2006,392,-0.8183670476734404,70602,0.568,21,"Molluscs live, fresh or chilled",Sand gaper
2006,14,-0.8183670476734404,141204,0.2727272727272727,21,"Molluscs live, fresh or chilled",Scallops nei
2006,0,-0.7975679583366302,422128.5,0,31,"Crustaceans, live, fresh or chilled",Brine shrimp
2006,0,-0.7975679583366302,422128.5,0,31,"Crustaceans, live, fresh or chilled",Callinectes swimcrabs nei
2006,0,-0.7975679583366302,422128.5,0,31,"Crustaceans, live, fresh or chilled",Caribbean spiny lobster
2006,0,-0.7975679583366302,422128.5,0,31,"Crustaceans, live, fresh or chilled",Marine crabs nei
2006,0,-0.7975679583366302,422128.5,0,31,"Crustaceans, live, fresh or chilled",Northern white shrimp
2006,295.6666666666667,-0.7975679583366302,1266385.5,-0.02420242024202414,31,"Crustaceans, live, fresh or chilled",Penaeus shrimps nei
2006,0,-0.7975679583366302,422128.5,0,31,"Crustaceans, live, fresh or chilled",Southern white shrimp
2006,0,-0.7975679583366302,422128.5,0,31,"Crustaceans, live, fresh or chilled",Tropical spiny lobsters nei
2006,5591.833333333333,-0.7975679583366302,5065542,0.05360507473935436,31,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
2006,0,-0.7975679583366302,422128.5,0,31,"Fish live, fresh or chilled for human consumption",Bluegill
2006,24.333333333333332,-0.7975679583366302,1266385.5,0.01388888888888884,31,"Fish live, fresh or chilled for human consumption",Cobia
2006,0,-0.7975679583366302,422128.5,-1,31,"Fish live, fresh or chilled for human consumption",European seabass
2006,21,-0.7975679583366302,844257,5,31,"Fish live, fresh or chilled for human consumption",Florida pompano
2006,350,-0.7975679583366302,422128.5,0,31,"Fish live, fresh or chilled for human consumption",Gilthead seabream
2006,0,-0.7975679583366302,422128.5,0,31,"Fish live, fresh or chilled for human consumption",Marine fishes nei
2006,395.7000000000002,-0.7975679583366302,1688514,0.007062416491697264,31,"Fish live, fresh or chilled for human consumption",Red drum
2006,0,0,422128.5,0,31,"Fish live, fresh or chilled for human consumption",Tilapias nei
2006,30583,-0.7975679583366302,1266385.5,0.5842009842009842,31,"Molluscs live, fresh or chilled",American cupped oyster
2006,7,-0.7975679583366302,844257,0,31,"Molluscs live, fresh or chilled","Clams, etc. nei"
2006,554.5,-0.7975679583366302,844257,0.06022944550669216,31,"Molluscs live, fresh or chilled",Mangrove cupped oyster
2006,4,-0.7975679583366302,422128.5,0,31,"Molluscs live, fresh or chilled",Queen conch
2006,5.2,-0.7975679583366302,422128.5,-0.6285714285714287,31,Other aquatic plants and animals,Eucheuma seaweeds nei
2006,4.5,-0.7975679583366302,422128.5,0,31,Other aquatic plants and animals,Gracilaria seaweeds
2006,70181,0,,0.10747988006943349,67,"Fish live, fresh or chilled for human consumption",Atlantic salmon
2006,175,0,,-0.308300395256917,67,"Molluscs live, fresh or chilled",Abalones nei
2006,252,0,,2.230769230769231,67,"Molluscs live, fresh or chilled",Blue mussel
2006,14,0,,1.8,67,"Molluscs live, fresh or chilled",Butter clam
2006,1,0,,0,67,"Molluscs live, fresh or chilled",Cockles nei
2006,438,0,,0.095,67,"Molluscs live, fresh or chilled",Cupped oysters nei
2006,61,0,,0.22,67,"Molluscs live, fresh or chilled",European flat oyster
2006,0,0,,0,67,"Molluscs live, fresh or chilled",Flat oysters nei
2006,3661.5,0,,0.26476683937823836,67,"Molluscs live, fresh or chilled",Japanese carpet shell
2006,0,0,,0,67,"Molluscs live, fresh or chilled",Marine molluscs nei
2006,10,0,,-0.2857142857142857,67,"Molluscs live, fresh or chilled",Olympia oyster
2006,23496,0,,-0.05500030164699258,67,"Molluscs live, fresh or chilled",Pacific cupped oyster
2006,525,0,,0.3125,67,"Molluscs live, fresh or chilled",Pacific geoduck
2006,2,0,,0,67,"Molluscs live, fresh or chilled",Pacific horse clam
2006,60,0,,0,67,"Molluscs live, fresh or chilled",Pacific littleneck clam
2006,30.666666666666668,0,,-0.7964601769911503,67,"Molluscs live, fresh or chilled",Scallops nei
2006,24.5,0,,-0.1694915254237288,77,"Crustaceans, live, fresh or chilled",Blue shrimp
2006,0,0,,0,77,"Crustaceans, live, fresh or chilled",Giant tiger prawn
2006,0,0,,0,77,"Crustaceans, live, fresh or chilled",Indo-Pacific swamp crab
2006,0,0,,0,77,"Crustaceans, live, fresh or chilled",Natantian decapods nei
2006,43499,0,,0.26151501285711526,77,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
2006,5,0,,-0.16666666666666666,77,"Fish live, fresh or chilled for human consumption",Barramundi(=Giant seaperch)
2006,0,0,,0,77,"Fish live, fresh or chilled for human consumption",Flathead grey mullet
2006,154,0,,4.923076923076923,77,"Fish live, fresh or chilled for human consumption",Longfin yellowtail
2006,3.5,0,,-0.125,77,"Fish live, fresh or chilled for human consumption",Marine fishes nei
2006,0,0,,0,77,"Fish live, fresh or chilled for human consumption",Milkfish
2006,3552,0,,0.04409171075837742,77,"Fish live, fresh or chilled for human consumption",Pacific bluefin tuna
2006,2,0,,1,77,"Fish live, fresh or chilled for human consumption",Sixfinger threadfin
2006,1,0,,0,77,"Fish live, fresh or chilled for human consumption",Spotted rose snapper
2006,1183,0,,0.0441306266548985,77,"Fish live, fresh or chilled for human consumption",Yellowfin tuna
2006,19,0,,0.05555555555555555,77,"Molluscs live, fresh or chilled",Abalones nei
2006,0,0,,0,77,"Molluscs live, fresh or chilled",Bear paw clam
2006,78,0,,0.04,77,"Molluscs live, fresh or chilled","Clams, etc. nei"
2006,619,0,,0.04384485666104553,77,"Molluscs live, fresh or chilled",Cortez oyster
2006,1,0,,0,77,"Molluscs live, fresh or chilled",Elongate giant clam
2006,0,0,,0,77,"Molluscs live, fresh or chilled",Fluted giant clam
2006,0,0,,0,77,"Molluscs live, fresh or chilled",Gastropods nei
2006,4,0,,0,77,"Molluscs live, fresh or chilled",Giant clam
2006,0,0,,0,77,"Molluscs live, fresh or chilled",Pacific asaphis
2006,0,0,,0,77,"Molluscs live, fresh or chilled",Pacific calico scallop
2006,740,0,,0.04372355430183357,77,"Molluscs live, fresh or chilled",Pacific cupped oyster
