Average Microplastic,Year,Average of Merge1.Production,MP_Change,Yield_change,Average of distance,CPC_Group_En
0,2010,536.3595,0,0.14952817349670286,24.71967345764232,Other aquatic plants and animals
0,2011,23818.083333333332,0,0.11072707336083054,24.29339332766958,"Crustaceans, live, fresh or chilled"
0,2011,720.7331118493909,0,0.2622500864276552,24.352056228531925,"Fish live, fresh or chilled for human consumption"
0,2011,211.75174734662178,0,-0.2400316912927102,24.581362416215374,"Molluscs live, fresh or chilled"
0,2011,714.4302499999999,0,0.3319988738896204,24.293393327669573,Other aquatic plants and animals
620.1385050000005,2012,18173.493333333336,0,-0.23698758296392433,23.40773269424015,"Crustaceans, live, fresh or chilled"
413.45876400000043,2012,684.7389596602972,0,-0.049941027541711286,23.50111996927569,"Fish live, fresh or chilled for human consumption"
827.1988270000016,2012,346.74260539046304,0,0.6374958399888494,23.88649575784235,"Molluscs live, fresh or chilled"
124.02770100000009,2012,857.8526666666667,0,0.20075076141676085,23.407732694240163,Other aquatic plants and animals
31.207000000000065,2013,4319.619735080058,-0.9496773708641103,-0.7623120851973392,4.288223771051964,"Crustaceans, live, fresh or chilled"
34.99500000000004,2013,7021.123107476647,-0.9153603622730319,9.25372225199493,6.0577410256686495,"Fish live, fresh or chilled for human consumption"
13.23700000000001,2013,10979.072384765637,-0.9839978012928203,30.66346510086992,15.21618436688467,"Molluscs live, fresh or chilled"
6.618999999999989,2013,291.31339869281044,-0.9466328896961496,-0.6604155818215749,5.327962554488034,Other aquatic plants and animals
369.0749999985994,2014,5989.887557582934,10.826673502694865,0.38667010638424193,8.44561264789911,"Crustaceans, live, fresh or chilled"
717.174499998599,2014,3601.187090190709,19.493627661054386,-0.4870924444615021,9.402074671230862,"Fish live, fresh or chilled for human consumption"
387.0304999977007,2014,13019.093640901265,28.238535921862987,0.18580998327020087,9.791030927941852,"Molluscs live, fresh or chilled"
11.463,2014,20080.582262626252,0,0,17.722067769893126,"Other aquatic invertebrates, live, fresh or chilled"
111.00749999969973,2014,67530.22359343468,15.771037921090787,230.81296808337058,8.30856692558658,Other aquatic plants and animals
59.03400000000015,2015,7174.7547829333735,-0.840048770574479,0.19781126339349198,19.059538377821717,"Crustaceans, live, fresh or chilled"
105.2774999999995,2015,5598.1051335344155,-0.8532051822810136,0.5545166061444353,20.770557671136626,"Fish live, fresh or chilled for human consumption"
69.92899999999953,2015,5843.890324250011,-0.8193191492649421,-0.5511292502044361,14.189798728189812,"Molluscs live, fresh or chilled"
2.548999999999999,2015,32.85709459459459,-0.7776323824478758,-0.9983637379551614,28.033403265155602,"Other aquatic invertebrates, live, fresh or chilled"
26.38400000000003,2015,36075.83184138767,-0.7623223656052844,-0.4657824316030404,19.33011924782041,Other aquatic plants and animals
40.089999999999996,2016,29061.936765456863,-0.32089982044245685,3.0505825836147937,9.629151254106814,"Crustaceans, live, fresh or chilled"
67.12049999999972,2016,17098.950322925626,-0.36244211726152553,2.054417506469737,13.166292179453377,"Fish live, fresh or chilled for human consumption"
37.36150000000045,2016,73433.10294241177,-0.46572237555233836,11.565790743486614,13.886862200560559,"Molluscs live, fresh or chilled"
1.815999999999999,2016,21892.522834797932,-0.2875637504903887,665.2951519273871,21.488058805591727,"Other aquatic invertebrates, live, fresh or chilled"
13.740000000000018,2016,287258.326140647,-0.47922983626440185,6.962625155910931,13.700924016231024,Other aquatic plants and animals
3628.0821588419026,2017,33457.82335225224,89.49843249792723,0.1512592440852169,21.409103133208,"Crustaceans, live, fresh or chilled"
15401.003578775488,2017,13209.898137595159,228.453052029939,-0.22744391391769664,21.25458755511948,"Fish live, fresh or chilled for human consumption"
11482.417992395605,2017,102454.26057541897,306.33289595962515,0.39520538381397796,16.445571583733628,"Molluscs live, fresh or chilled"
385.36947411299997,2017,13622.369688073324,211.2078601943833,-0.3777615402816567,22.86984483673822,"Other aquatic invertebrates, live, fresh or chilled"
2219.0633450073988,2017,238357.87938581448,160.50388246050932,-0.17023160794611614,21.067817675806502,Other aquatic plants and animals
18899.382015285926,2018,40835.721841767365,4.2091935044047295,0.22051340315353996,18.89101437739559,"Crustaceans, live, fresh or chilled"
63494.91314837407,2018,23898.40097366067,3.1227776374182543,0.8091283312508069,15.206593862607646,"Fish live, fresh or chilled for human consumption"
33918.05796513813,2018,32420.053023122244,1.9539124936577676,-0.6835655946269107,10.844022622702264,"Molluscs live, fresh or chilled"
3819.2401545495986,2018,8857.908988764037,8.910593368455805,-0.3497527088462938,14.65973630297101,"Other aquatic invertebrates, live, fresh or chilled"
12474.374210121723,2018,245510.33829039565,4.621459269374813,0.030007226624985832,12.563104001573766,Other aquatic plants and animals
