Average Microplastic,Year,zone,Average of Merge1.Production,MP_Change,Yield_change,Average of distance,CPC_Group_En,Name_En
1.429567499999998,2006,31,0,-0.7568354586050419,0,3.7986349492511704,"Crustaceans, live, fresh or chilled",Callinectes swimcrabs nei
1.429567499999998,2006,31,0,-0.7568354586050419,0,3.7986349492511717,"Crustaceans, live, fresh or chilled",Caribbean spiny lobster
1.429567499999998,2006,31,0,-0.7568354586050419,0,3.7986349492511704,"Crustaceans, live, fresh or chilled",Marine crabs nei
1.429567499999998,2006,31,0,-0.7568354586050419,0,3.7986349492511704,"Crustaceans, live, fresh or chilled",Northern white shrimp
4.288702499999992,2006,31,295.6666666666667,-0.756835458605042,-0.02420242024202414,3.798634949251173,"Crustaceans, live, fresh or chilled",Penaeus shrimps nei
1.4295674999999974,2006,31,0,-0.756835458605042,0,3.798634949251173,"Crustaceans, live, fresh or chilled",Southern white shrimp
1.4295674999999974,2006,31,0,-0.756835458605042,0,3.798634949251173,"Crustaceans, live, fresh or chilled",Tropical spiny lobsters nei
17.15480999999996,2006,31,5591.833333333333,-0.7568354586050424,0.05360507473935436,3.7986349492511735,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
1.4295674999999977,2006,31,0,-0.756835458605042,0,3.798634949251169,"Fish live, fresh or chilled for human consumption",Bluegill
4.288702499999992,2006,31,24.333333333333332,-0.756835458605042,0.01388888888888884,3.798634949251173,"Fish live, fresh or chilled for human consumption",Cobia
1.4295674999999974,2006,31,0,-0.756835458605042,-1,3.798634949251173,"Fish live, fresh or chilled for human consumption",European seabass
2.859134999999995,2006,31,21,-0.756835458605042,5,3.798634949251173,"Fish live, fresh or chilled for human consumption",Florida pompano
1.4295674999999974,2006,31,350,-0.756835458605042,0,3.798634949251173,"Fish live, fresh or chilled for human consumption",Gilthead seabream
1.429567499999998,2006,31,0,-0.7568354586050419,0,3.7986349492511704,"Fish live, fresh or chilled for human consumption",Marine fishes nei
5.718269999999991,2006,31,395.7,-0.756835458605042,0.007062416491696977,3.798634949251174,"Fish live, fresh or chilled for human consumption",Red drum
1.4295674999999974,2006,31,0,0,0,3.798634949251173,"Fish live, fresh or chilled for human consumption",Tilapias nei
4.288702499999992,2006,31,30583,-0.756835458605042,0.5842009842009842,3.7986349492511717,"Molluscs live, fresh or chilled",American cupped oyster
2.859134999999992,2006,31,7,-0.7568354586050422,0,3.7986349492511686,"Molluscs live, fresh or chilled","Clams, etc. nei"
2.859134999999995,2006,31,554.5,-0.756835458605042,0.06022944550669216,3.798634949251173,"Molluscs live, fresh or chilled",Mangrove cupped oyster
1.4295674999999974,2006,31,4,-0.756835458605042,0,3.798634949251173,"Molluscs live, fresh or chilled",Queen conch
1.4295674999999974,2006,31,5.2,-0.756835458605042,-0.6285714285714287,3.798634949251173,Other aquatic plants and animals,Eucheuma seaweeds nei
1.4295674999999974,2006,31,4.5,-0.756835458605042,0,3.798634949251173,Other aquatic plants and animals,Gracilaria seaweeds
0,2006,67,70181,0,0.10747988006943349,41.95092648723341,"Fish live, fresh or chilled for human consumption",Atlantic salmon
0,2006,67,175,0,-0.308300395256917,41.95092648723341,"Molluscs live, fresh or chilled",Abalones nei
0,2006,67,252,0,2.230769230769231,41.95092648723341,"Molluscs live, fresh or chilled",Blue mussel
0,2006,67,14,0,1.8,41.95092648723341,"Molluscs live, fresh or chilled",Butter clam
0,2006,67,1,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Cockles nei
0,2006,67,438,0,0.095,41.95092648723341,"Molluscs live, fresh or chilled",Cupped oysters nei
0,2006,67,61,0,0.22,41.95092648723341,"Molluscs live, fresh or chilled",European flat oyster
0,2006,67,0,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Flat oysters nei
0,2006,67,3661.5,0,0.26476683937823836,41.95092648723341,"Molluscs live, fresh or chilled",Japanese carpet shell
0,2006,67,0,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Marine molluscs nei
0,2006,67,10,0,-0.2857142857142857,41.95092648723341,"Molluscs live, fresh or chilled",Olympia oyster
0,2006,67,23496,0,-0.05500030164699258,41.95092648723341,"Molluscs live, fresh or chilled",Pacific cupped oyster
0,2006,67,525,0,0.3125,41.95092648723341,"Molluscs live, fresh or chilled",Pacific geoduck
0,2006,67,2,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Pacific horse clam
0,2006,67,60,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Pacific littleneck clam
0,2006,67,30.666666666666668,0,-0.7964601769911503,41.95092648723341,"Molluscs live, fresh or chilled",Scallops nei
0,2006,77,24.5,0,-0.1694915254237288,24.866999634847865,"Crustaceans, live, fresh or chilled",Blue shrimp
0,2006,77,0,0,0,24.866999634847865,"Crustaceans, live, fresh or chilled",Giant tiger prawn
0,2006,77,0,0,0,24.866999634847865,"Crustaceans, live, fresh or chilled",Indo-Pacific swamp crab
0,2006,77,0,0,0,24.866999634847865,"Crustaceans, live, fresh or chilled",Natantian decapods nei
0,2006,77,43499,0,0.26151501285711526,24.86699963484786,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
0,2006,77,5,0,-0.16666666666666666,24.866999634847865,"Fish live, fresh or chilled for human consumption",Barramundi(=Giant seaperch)
0,2006,77,0,0,0,24.866999634847865,"Fish live, fresh or chilled for human consumption",Flathead grey mullet
0,2006,77,154,0,4.923076923076923,24.866999634847865,"Fish live, fresh or chilled for human consumption",Longfin yellowtail
0,2006,77,3.5,0,-0.125,24.866999634847865,"Fish live, fresh or chilled for human consumption",Marine fishes nei
0,2006,77,0,0,0,24.866999634847865,"Fish live, fresh or chilled for human consumption",Milkfish
0,2006,77,3552,0,0.04409171075837742,24.866999634847865,"Fish live, fresh or chilled for human consumption",Pacific bluefin tuna
0,2006,77,2,0,1,24.866999634847865,"Fish live, fresh or chilled for human consumption",Sixfinger threadfin
0,2006,77,1,0,0,24.866999634847865,"Fish live, fresh or chilled for human consumption",Spotted rose snapper
0,2006,77,1183,0,0.0441306266548985,24.866999634847865,"Fish live, fresh or chilled for human consumption",Yellowfin tuna
0,2006,77,19,0,0.05555555555555555,24.866999634847865,"Molluscs live, fresh or chilled",Abalones nei
0,2006,77,0,0,0,24.866999634847865,"Molluscs live, fresh or chilled",Bear paw clam
0,2006,77,78,0,0.04,24.86699963484785,"Molluscs live, fresh or chilled","Clams, etc. nei"
0,2006,77,619,0,0.04384485666104553,24.866999634847865,"Molluscs live, fresh or chilled",Cortez oyster
0,2006,77,1,0,0,24.866999634847865,"Molluscs live, fresh or chilled",Elongate giant clam
0,2006,77,0,0,0,24.866999634847865,"Molluscs live, fresh or chilled",Fluted giant clam
0,2006,77,0,0,0,24.866999634847865,"Molluscs live, fresh or chilled",Gastropods nei
0,2006,77,4,0,0,24.866999634847865,"Molluscs live, fresh or chilled",Giant clam
0,2006,77,0,0,0,24.866999634847865,"Molluscs live, fresh or chilled",Pacific asaphis
0,2006,77,0,0,0,24.866999634847865,"Molluscs live, fresh or chilled",Pacific calico scallop
0,2006,77,740,0,0.04372355430183357,24.866999634847865,"Molluscs live, fresh or chilled",Pacific cupped oyster
0,2006,77,26,0,0.08333333333333333,24.866999634847865,"Molluscs live, fresh or chilled",Red abalone
0,2006,77,0,0,0,24.866999634847865,"Molluscs live, fresh or chilled",Rough turban
0,2006,77,125,0,0.05042016806722689,24.866999634847865,"Molluscs live, fresh or chilled",Sea mussels nei
0,2006,77,0,0,0,24.866999634847865,"Molluscs live, fresh or chilled",Smooth giant clam
0,2006,77,0,0,0,24.866999634847865,Other aquatic plants and animals,""
0,2006,77,1205.1625,0,-0.1624857407231743,24.866999634847865,Other aquatic plants and animals,Blacklip pearl oyster
0,2006,77,0,0,0,24.866999634847865,Other aquatic plants and animals,Coarse seagrape
0,2006,77,0,0,-1,24.866999634847865,Other aquatic plants and animals,Elkhorn sea moss
0,2006,77,9.061,0,0.0037664783427496067,24.866999634847865,Other aquatic plants and animals,Pearl oyster shells nei
0.2413250000000001,2007,21,0,2.130756856334814,0,8.627225951444851,"Fish live, fresh or chilled for human consumption",Atlantic bluefin tuna
0.2413250000000001,2007,21,0,2.130756856334814,0,8.627225951444851,"Fish live, fresh or chilled for human consumption",Atlantic cod
0.7239750000000001,2007,21,24674.333333333332,2.130756856334809,-0.3032801543602052,8.627225951444842,"Fish live, fresh or chilled for human consumption",Atlantic salmon
0.2413250000000001,2007,21,3582,2.130756856334814,-0.2818765036086608,8.627225951444851,"Molluscs live, fresh or chilled",American cupped oyster
0.7239750000000003,2007,21,16173.666666666666,2.1307568563348096,-0.02041104740369873,8.627225951444842,"Molluscs live, fresh or chilled",Blue mussel
0.2413250000000001,2007,21,211,2.130756856334814,0,8.627225951444851,"Molluscs live, fresh or chilled",Butter clam
0.4826500000000002,2007,21,241,2.1307568563348136,-0.6648122392211405,8.627225951444851,"Molluscs live, fresh or chilled",Marine molluscs nei
0.2413250000000001,2007,21,27000,2.130756856334815,0,8.627225951444851,"Molluscs live, fresh or chilled",Northern quahog(=Hard clam)
0.2413250000000001,2007,21,232,2.130756856334815,-0.40816326530612246,8.627225951444851,"Molluscs live, fresh or chilled",Sand gaper
0.48265000000000013,2007,21,11,2.1307568563348083,-0.21428571428571427,8.62722595144485,"Molluscs live, fresh or chilled",Scallops nei
3.6717349999999978,2007,31,0,1.5684236665984699,0,5.1926419917159885,"Crustaceans, live, fresh or chilled",Brine shrimp
,2007,31,,-1,0,,"Crustaceans, live, fresh or chilled",Callinectes swimcrabs nei
3.6717349999999986,2007,31,0,1.5684236665984668,0,5.1926419917159885,"Crustaceans, live, fresh or chilled",Caribbean spiny lobster
3.671734999999998,2007,31,0,1.5684236665984672,0,5.192641991715989,"Crustaceans, live, fresh or chilled",Marine crabs nei
3.671734999999998,2007,31,0,1.5684236665984672,0,5.192641991715989,"Crustaceans, live, fresh or chilled",Northern white shrimp
11.015204999999996,2007,31,216.66666666666666,1.5684236665984679,-0.26719278466741836,5.1926419917159885,"Crustaceans, live, fresh or chilled",Penaeus shrimps nei
3.6717349999999986,2007,31,0,1.5684236665984679,0,5.1926419917159885,"Crustaceans, live, fresh or chilled",Southern white shrimp
3.6717349999999986,2007,31,0,1.5684236665984679,0,5.1926419917159885,"Crustaceans, live, fresh or chilled",Tropical spiny lobsters nei
44.06081999999998,2007,31,4513.275000000001,1.5684236665984692,-0.192880987153885,5.192641991715989,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
3.6717349999999986,2007,31,0,1.568423666598469,0,5.192641991715989,"Fish live, fresh or chilled for human consumption",Bluegill
22.030409999999993,2007,31,85,4.136847333196936,2.493150684931507,5.192641991715988,"Fish live, fresh or chilled for human consumption",Cobia
3.6717349999999986,2007,31,0,1.5684236665984679,0,5.1926419917159885,"Fish live, fresh or chilled for human consumption",European seabass
7.343469999999997,2007,31,50,1.5684236665984679,1.380952380952381,5.1926419917159885,"Fish live, fresh or chilled for human consumption",Florida pompano
3.6717349999999986,2007,31,350,1.5684236665984679,0,5.1926419917159885,"Fish live, fresh or chilled for human consumption",Gilthead seabream
3.671734999999998,2007,31,0,1.5684236665984672,0,5.192641991715989,"Fish live, fresh or chilled for human consumption",Marine fishes nei
18.358674999999995,2007,31,374.08,2.2105295832480847,-0.054637351528936076,5.192641991715987,"Fish live, fresh or chilled for human consumption",Red drum
3.6717349999999986,2007,31,1,1.5684236665984679,0,5.1926419917159885,"Fish live, fresh or chilled for human consumption",Tilapias nei
11.015204999999996,2007,31,30000.333333333332,1.5684236665984685,-0.019051978768161,5.1926419917159885,"Molluscs live, fresh or chilled",American cupped oyster
,2007,31,,-1,-1,,"Molluscs live, fresh or chilled","Clams, etc. nei"
11.015204999999996,2007,31,362,2.852635499897702,-0.34715960324616774,5.192641991715988,"Molluscs live, fresh or chilled",Mangrove cupped oyster
3.6717349999999986,2007,31,0,1.5684236665984679,-1,5.1926419917159885,"Molluscs live, fresh or chilled",Queen conch
3.6717349999999986,2007,31,10,1.5684236665984679,0.923076923076923,5.1926419917159885,Other aquatic plants and animals,Eucheuma seaweeds nei
3.6717349999999986,2007,31,0,1.5684236665984679,-1,5.1926419917159885,Other aquatic plants and animals,Gracilaria seaweeds
0,2007,67,70998,0,0.011641327424801584,41.95092648723341,"Fish live, fresh or chilled for human consumption",Atlantic salmon
0,2007,67,175,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Abalones nei
0,2007,67,543,0,1.1547619047619047,41.95092648723341,"Molluscs live, fresh or chilled",Blue mussel
0,2007,67,11,0,-0.21428571428571427,41.95092648723341,"Molluscs live, fresh or chilled",Butter clam
0,2007,67,0,0,-1,41.95092648723341,"Molluscs live, fresh or chilled",Cockles nei
0,2007,67,282,0,-0.3561643835616438,41.95092648723341,"Molluscs live, fresh or chilled",Cupped oysters nei
0,2007,67,76,0,0.2459016393442623,41.95092648723341,"Molluscs live, fresh or chilled",European flat oyster
0,2007,67,0,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Flat oysters nei
0,2007,67,2770,0,-0.24347944831353271,41.95092648723341,"Molluscs live, fresh or chilled",Japanese carpet shell
0,2007,67,0,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Marine molluscs nei
0,2007,67,0,0,-1,41.95092648723341,"Molluscs live, fresh or chilled",Olympia oyster
0,2007,67,21312,0,-0.09295199182839632,41.95092648723341,"Molluscs live, fresh or chilled",Pacific cupped oyster
0,2007,67,451,0,-0.14095238095238094,41.95092648723341,"Molluscs live, fresh or chilled",Pacific geoduck
0,2007,67,2,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Pacific horse clam
0,2007,67,46,0,-0.23333333333333334,41.95092648723341,"Molluscs live, fresh or chilled",Pacific littleneck clam
0,2007,67,104.66666666666667,0,2.4130434782608696,41.95092648723341,"Molluscs live, fresh or chilled",Scallops nei
0,2007,77,22.5,0,-0.08163265306122448,23.707461933157575,"Crustaceans, live, fresh or chilled",Blue shrimp
0,2007,77,0,0,0,23.707461933157575,"Crustaceans, live, fresh or chilled",Giant tiger prawn
0,2007,77,0,0,0,23.707461933157575,"Crustaceans, live, fresh or chilled",Indo-Pacific swamp crab
0,2007,77,0,0,0,23.707461933157575,"Crustaceans, live, fresh or chilled",Natantian decapods nei
0,2007,77,43351.77777777778,0,-0.0033844967061821877,23.707461933157585,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
0,2007,77,0.5,0,-0.9,23.707461933157585,"Fish live, fresh or chilled for human consumption",Barramundi(=Giant seaperch)
0,2007,77,47,0,0,23.707461933157575,"Fish live, fresh or chilled for human consumption",Bastard halibuts nei
0,2007,77,0,0,0,23.707461933157575,"Fish live, fresh or chilled for human consumption",Flathead grey mullet
0,2007,77,330,0,1.1428571428571428,23.707461933157575,"Fish live, fresh or chilled for human consumption",Longfin yellowtail
0,2007,77,0.5,0,-0.8571428571428571,23.707461933157575,"Fish live, fresh or chilled for human consumption",Marine fishes nei
0,2007,77,0,0,0,23.707461933157575,"Fish live, fresh or chilled for human consumption",Milkfish
0,2007,77,734,0,-0.7933558558558559,23.707461933157575,"Fish live, fresh or chilled for human consumption",Pacific bluefin tuna
0,2007,77,0,0,-1,23.707461933157575,"Fish live, fresh or chilled for human consumption",Sixfinger threadfin
0,2007,77,5,0,0,23.707461933157575,"Fish live, fresh or chilled for human consumption",Snappers nei
0,2007,77,2,0,1,23.707461933157575,"Fish live, fresh or chilled for human consumption",Spotted rose snapper
0,2007,77,2078,0,0.7565511411665258,23.707461933157575,"Fish live, fresh or chilled for human consumption",Yellowfin tuna
0,2007,77,10,0,-0.47368421052631576,23.707461933157575,"Molluscs live, fresh or chilled",Abalones nei
0,2007,77,0,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Bear paw clam
0,2007,77,2,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Black ark
0,2007,77,22,0,-0.717948717948718,23.707461933157575,"Molluscs live, fresh or chilled","Clams, etc. nei"
0,2007,77,8,0,-0.9870759289176091,23.707461933157575,"Molluscs live, fresh or chilled",Cortez oyster
0,2007,77,2,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Cupped oysters nei
0,2007,77,2.3,0,1.2999999999999998,23.707461933157575,"Molluscs live, fresh or chilled",Elongate giant clam
0,2007,77,0,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Fluted giant clam
0,2007,77,0,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Gastropods nei
0,2007,77,0.25,0,-0.9375,23.707461933157575,"Molluscs live, fresh or chilled",Giant clam
0,2007,77,1,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Grand ark
0,2007,77,0,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Pacific asaphis
0,2007,77,0.252,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Pacific calico scallop
0,2007,77,1050,0,0.4189189189189189,23.707461933157575,"Molluscs live, fresh or chilled",Pacific cupped oyster
0,2007,77,13,0,-0.5,23.707461933157575,"Molluscs live, fresh or chilled",Red abalone
0,2007,77,0,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Rough turban
0,2007,77,280,0,1.24,23.707461933157575,"Molluscs live, fresh or chilled",Sea mussels nei
0,2007,77,0.2,0,0,23.707461933157575,"Molluscs live, fresh or chilled",Smooth giant clam
0,2007,77,0,0,0,23.707461933157575,Other aquatic plants and animals,""
0,2007,77,1099.996,0,-0.08726333585719753,23.707461933157575,Other aquatic plants and animals,Blacklip pearl oyster
0,2007,77,0,0,0,23.707461933157575,Other aquatic plants and animals,Coarse seagrape
,2007,77,,0,0,,Other aquatic plants and animals,Elkhorn sea moss
0,2007,77,9.48,0,0.04624213662951115,23.707461933157575,Other aquatic plants and animals,Pearl oyster shells nei
0.036773,2008,21,0,-0.8476204288822129,0,11.43765273070783,"Fish live, fresh or chilled for human consumption",Atlantic bluefin tuna
0.036773,2008,21,0,-0.8476204288822129,0,11.43765273070783,"Fish live, fresh or chilled for human consumption",Atlantic cod
0.11031899999999997,2008,21,26111.333333333332,-0.8476204288822129,0.058238655553003796,11.43765273070783,"Fish live, fresh or chilled for human consumption",Atlantic salmon
0.036773,2008,21,11545,0,0,11.437652730707832,"Fish live, fresh or chilled for human consumption",Salmonids nei
0.036773,2008,21,3314,-0.8476204288822129,-0.07481853713009493,11.437652730707832,"Molluscs live, fresh or chilled",American cupped oyster
0.11031899999999997,2008,21,13679,-0.8476204288822129,-0.15424249294120068,11.43765273070783,"Molluscs live, fresh or chilled",Blue mussel
0.036773,2008,21,329,-0.8476204288822129,0.5592417061611374,11.437652730707832,"Molluscs live, fresh or chilled",Butter clam
0.07354599999999999,2008,21,191,-0.8476204288822129,-0.2074688796680498,11.437652730707828,"Molluscs live, fresh or chilled",Marine molluscs nei
0.036773,2008,21,27000,-0.8476204288822129,0,11.437652730707832,"Molluscs live, fresh or chilled",Northern quahog(=Hard clam)
0.036773,2008,21,577,-0.8476204288822129,1.4870689655172413,11.437652730707832,"Molluscs live, fresh or chilled",Sand gaper
0.073546,2008,21,9,-0.8476204288822128,-0.18181818181818182,11.43765273070783,"Molluscs live, fresh or chilled",Scallops nei
0.7744360000000007,2008,31,0,-0.7890817283927078,0,5.337861681006067,"Crustaceans, live, fresh or chilled",Brine shrimp
0.7744360000000006,2008,31,0,-0.7890817283927078,0,5.337861681006066,"Crustaceans, live, fresh or chilled",Caribbean spiny lobster
0.7744360000000006,2008,31,0,-0.7890817283927078,0,5.337861681006065,"Crustaceans, live, fresh or chilled",Marine crabs nei
0.7744360000000006,2008,31,0,-0.7890817283927078,0,5.337861681006065,"Crustaceans, live, fresh or chilled",Northern white shrimp
1.5488720000000007,2008,31,283.5,-0.8593878189284719,0.3084615384615385,5.337861681006066,"Crustaceans, live, fresh or chilled",Penaeus shrimps nei
0.7744360000000003,2008,31,0,-0.789081728392708,0,5.337861681006066,"Crustaceans, live, fresh or chilled",Southern white shrimp
0.7744360000000003,2008,31,0,-0.789081728392708,0,5.337861681006066,"Crustaceans, live, fresh or chilled",Tropical spiny lobsters nei
9.293232000000003,2008,31,4231.033333333334,-0.7890817283927078,-0.06253588949635613,5.337861681006067,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
0.7744360000000003,2008,31,1.5,0,0,5.337861681006066,"Fish live, fresh or chilled for human consumption",Atlantic spadefish
,2008,31,,-1,0,,"Fish live, fresh or chilled for human consumption",Bluegill
4.6466160000000025,2008,31,100,-0.789081728392708,0.17647058823529413,5.337861681006068,"Fish live, fresh or chilled for human consumption",Cobia
0.7744360000000003,2008,31,0,-0.789081728392708,0,5.337861681006066,"Fish live, fresh or chilled for human consumption",European seabass
1.5488720000000007,2008,31,50,-0.789081728392708,0,5.337861681006066,"Fish live, fresh or chilled for human consumption",Florida pompano
0.7744360000000003,2008,31,350,-0.789081728392708,0,5.337861681006066,"Fish live, fresh or chilled for human consumption",Gilthead seabream
0.7744360000000006,2008,31,0,-0.7890817283927078,0,5.337861681006065,"Fish live, fresh or chilled for human consumption",Marine fishes nei
3.872180000000002,2008,31,294.9,-0.789081728392708,-0.21166595380667239,5.337861681006068,"Fish live, fresh or chilled for human consumption",Red drum
0.7744360000000003,2008,31,10,-0.789081728392708,9,5.337861681006066,"Fish live, fresh or chilled for human consumption",Tilapias nei
1.5488720000000011,2008,31,45000,-0.8593878189284719,0.49998333351851654,5.337861681006065,"Molluscs live, fresh or chilled",American cupped oyster
2.323308000000001,2008,31,287,-0.789081728392708,-0.20718232044198895,5.337861681006065,"Molluscs live, fresh or chilled",Mangrove cupped oyster
0.7744360000000003,2008,31,0,-0.789081728392708,0,5.337861681006066,"Molluscs live, fresh or chilled",Queen conch
0.7744360000000003,2008,31,6.8,-0.789081728392708,-0.32,5.337861681006066,Other aquatic plants and animals,Eucheuma seaweeds nei
0.7744360000000003,2008,31,0,-0.789081728392708,0,5.337861681006066,Other aquatic plants and animals,Gracilaria seaweeds
0,2008,67,73265,0,0.03193047691484267,41.95092648723341,"Fish live, fresh or chilled for human consumption",Atlantic salmon
0,2008,67,175,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Abalones nei
0,2008,67,285,0,-0.47513812154696133,41.95092648723341,"Molluscs live, fresh or chilled",Blue mussel
0,2008,67,11,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Butter clam
0,2008,67,0,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Cockles nei
0,2008,67,232,0,-0.1773049645390071,41.95092648723341,"Molluscs live, fresh or chilled",Cupped oysters nei
0,2008,67,14,0,-0.8157894736842105,41.95092648723341,"Molluscs live, fresh or chilled",European flat oyster
0,2008,67,0,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Flat oysters nei
0,2008,67,2492,0,-0.1003610108303249,41.95092648723341,"Molluscs live, fresh or chilled",Japanese carpet shell
0,2008,67,0,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Marine molluscs nei
0,2008,67,0,0,0,41.95092648723341,"Molluscs live, fresh or chilled",Olympia oyster
0,2008,67,18644,0,-0.12518768768768768,41.95092648723341,"Molluscs live, fresh or chilled",Pacific cupped oyster
0,2008,67,598,0,0.3259423503325942,41.95092648723341,"Molluscs live, fresh or chilled",Pacific geoduck
0,2008,67,5,0,1.5,41.95092648723341,"Molluscs live, fresh or chilled",Pacific horse clam
0,2008,67,38,0,-0.17391304347826086,41.95092648723341,"Molluscs live, fresh or chilled",Pacific littleneck clam
0,2008,67,184,0,0.7579617834394904,41.95092648723341,"Molluscs live, fresh or chilled",Scallops nei
0,2008,77,44,0,0.9555555555555556,24.440925871334596,"Crustaceans, live, fresh or chilled",Blue shrimp
,2008,77,,0,0,,"Crustaceans, live, fresh or chilled",Giant tiger prawn
0,2008,77,0,0,0,24.440925871334596,"Crustaceans, live, fresh or chilled",Indo-Pacific swamp crab
0,2008,77,0,0,0,24.440925871334596,"Crustaceans, live, fresh or chilled",Natantian decapods nei
0,2008,77,49995.666666666664,0,0.15325528108548656,24.4409258713346,"Crustaceans, live, fresh or chilled",Whiteleg shrimp
0,2008,77,0,0,-1,24.4409258713346,"Fish live, fresh or chilled for human consumption",Barramundi(=Giant seaperch)
0,2008,77,56,0,0.19148936170212766,24.440925871334596,"Fish live, fresh or chilled for human consumption",Bastard halibuts nei
0,2008,77,0,0,0,24.440925871334596,"Fish live, fresh or chilled for human consumption",Flathead grey mullet
0,2008,77,473,0,0.43333333333333335,24.440925871334596,"Fish live, fresh or chilled for human consumption",Longfin yellowtail
,2008,77,,0,-1,,"Fish live, fresh or chilled for human consumption",Marine fishes nei
0,2008,77,0,0,0,24.440925871334596,"Fish live, fresh or chilled for human consumption",Milkfish
0,2008,77,2919,0,2.9768392370572205,24.440925871334596,"Fish live, fresh or chilled for human consumption",Pacific bluefin tuna
,2008,77,,0,0,,"Fish live, fresh or chilled for human consumption",Sixfinger threadfin
0,2008,77,8,0,0.6,24.440925871334596,"Fish live, fresh or chilled for human consumption",Snappers nei
0,2008,77,25,0,11.5,24.440925871334596,"Fish live, fresh or chilled for human consumption",Spotted rose snapper
0,2008,77,3,0,-0.9985563041385948,24.440925871334596,"Fish live, fresh or chilled for human consumption",Yellowfin tuna
0,2008,77,0.048,0,-0.9952,24.440925871334596,"Molluscs live, fresh or chilled",Abalones nei
0,2008,77,0,0,0,24.440925871334596,"Molluscs live, fresh or chilled",Bear paw clam
0,2008,77,5,0,1.5,24.440925871334596,"Molluscs live, fresh or chilled",Black ark
0,2008,77,148,0,5.7272727272727275,24.440925871334596,"Molluscs live, fresh or chilled","Clams, etc. nei"
0,2008,77,1162,0,144.25,24.440925871334596,"Molluscs live, fresh or chilled",Cortez oyster
0,2008,77,5,0,1.5,24.440925871334596,"Molluscs live, fresh or chilled",Cupped oysters nei
0,2008,77,0.95,0,-0.5869565217391304,24.440925871334596,"Molluscs live, fresh or chilled",Elongate giant clam
0,2008,77,0.005,0,0,24.440925871334596,"Molluscs live, fresh or chilled",Fluted giant clam
0,2008,77,0,0,0,24.440925871334596,"Molluscs live, fresh or chilled",Gastropods nei
0,2008,77,0.1,0,-0.6,24.440925871334596,"Molluscs live, fresh or chilled",Giant clam
0,2008,77,1,0,0,24.440925871334596,"Molluscs live, fresh or chilled",Grand ark
0,2008,77,0,0,0,24.440925871334596,"Molluscs live, fresh or chilled",Pacific asaphis
,2008,77,,0,-1,,"Molluscs live, fresh or chilled",Pacific calico scallop
0,2008,77,865,0,-0.1761904761904762,24.440925871334596,"Molluscs live, fresh or chilled",Pacific cupped oyster
0,2008,77,30,0,1.3076923076923077,24.440925871334596,"Molluscs live, fresh or chilled",Red abalone
0,2008,77,0,0,0,24.440925871334596,"Molluscs live, fresh or chilled",Rough turban
0,2008,77,354,0,0.2642857142857143,24.440925871334596,"Molluscs live, fresh or chilled",Sea mussels nei
0,2008,77,0.25,0,0.24999999999999994,24.440925871334596,"Molluscs live, fresh or chilled",Smooth giant clam
0,2008,77,150,0,0,24.440925871334596,Other aquatic plants and animals,""
0,2008,77,1890.7580000000003,0,0.7188771595533076,24.440925871334596,Other aquatic plants and animals,Blacklip pearl oyster
0,2008,77,0,0,0,24.440925871334596,Other aquatic plants and animals,Coarse seagrape
0,2008,77,0,0,0,24.440925871334596,Other aquatic plants and animals,Elkhorn sea moss
0,2008,77,10.927,0,0.15263713080168767,24.440925871334596,Other aquatic plants and animals,Pearl oyster shells nei
,2009,21,,-1,0,,"Fish live, fresh or chilled for human consumption",Atlantic bluefin tuna
,2009,21,,-1,0,,"Fish live, fresh or chilled for human consumption",Atlantic cod
,2009,21,,-1,-1,,"Fish live, fresh or chilled for human consumption",Atlantic salmon
,2009,21,,-1,-1,,"Fish live, fresh or chilled for human consumption",Salmonids nei
,2009,21,,-1,-1,,"Molluscs live, fresh or chilled",American cupped oyster
,2009,21,,-1,-1,,"Molluscs live, fresh or chilled",Blue mussel
