Latitude,Longitude,Average of MicroPlastic,Sample_Date
24.12,-82.18,0.013016,1997-04-30 00:00:00
23.91,-81.3,0,1997-05-06 00:00:00
24.02,-80.88,0.00045,1997-05-08 00:00:00
24.5,-80.43,0,1997-05-09 00:00:00
25.15,-80.08,0.00162,1997-05-09 00:00:00
25.93,-77.95,0.012409,1997-05-10 00:00:00
25.95,-78,0.00146,1997-05-10 00:00:00
25.95,-77.98,0.025547,1997-05-10 00:00:00
25.95,-77.97,0.024818,1997-05-10 00:00:00
25.95,-77.27,0,1997-05-10 00:00:00
26,-79.35,0,1997-05-10 00:00:00
26.05,-78.4,0.032397,1997-05-10 00:00:00
25.68,-76.78,0.113931,1997-05-14 00:00:00
25.25,-77.25,0.036717,1997-05-15 00:00:00
25.27,-77.23,0.0043195,1997-05-15 00:00:00
25.28,-77.22,0.00432,1997-05-15 00:00:00
25.32,-77.15,0,1997-05-16 00:00:00
25.6,-76.97,0.000675,1997-05-16 00:00:00
25.68,-76.8,0,1997-05-17 00:00:00
25.77,-76.87,0.00162,1997-05-17 00:00:00
25.82,-76.8,0.00486,1997-05-17 00:00:00
25.68,-76.43,0,1997-05-18 00:00:00
24.25,-74.48,0.0054,1997-05-22 00:00:00
24.58,-74.03,0.577214,1997-05-23 00:00:00
24.83,-73.47,0.008099,1997-05-23 00:00:00
25.1,-73.28,0.00324,1997-05-24 00:00:00
25.78,-73.48,0.00216,1997-05-25 00:00:00
26.5,-73.13,0.010799,1997-05-25 00:00:00
27.45,-73.4,0.00594,1997-05-26 00:00:00
28.65,-71.97,0.007707,1997-05-27 00:00:00
28.65,-71.95,0.007707,1997-05-27 00:00:00
28.67,-71.95,0.007707,1997-05-27 00:00:00
30.65,-68.53,0.089093,1997-05-28 00:00:00
31.03,-67.03,0.023758,1997-05-29 00:00:00
39.08,-72.25,0.007851,1997-06-09 00:00:00
40.3,-69.57,0.00054,1997-06-22 00:00:00
39.6,-69.48,0.00054,1997-06-23 00:00:00
40.28,-69.47,0,1997-06-23 00:00:00
41.45,-67.83,0.000491,1997-06-23 00:00:00
38.93,-68.9,0.004049,1997-06-24 00:00:00
39.4,-69.22,0,1997-06-24 00:00:00
42.03,-67.68,0,1997-06-24 00:00:00
42.17,-67.87,0,1997-06-24 00:00:00
39.27,-68.78,0.003857,1997-06-25 00:00:00
42.53,-68.35,0,1997-06-25 00:00:00
42.82,-68.95,0,1997-06-25 00:00:00
41.43,-69.2,0,1997-06-26 00:00:00
42.35,-69.43,0,1997-07-01 00:00:00
42.15,-68.18,0,1997-07-02 00:00:00
42.53,-67.97,0,1997-07-03 00:00:00
43.13,-68.5,0,1997-07-03 00:00:00
43.32,-67.83,0,1997-07-03 00:00:00
41.16,-70.98,0.00108,1997-07-04 00:00:00
43.14,-69.57,0,1997-07-04 00:00:00
40.48,-69.35,0.0050880000000000005,1997-07-05 00:00:00
40.53,-70.33,0.00405,1997-07-05 00:00:00
40.6,-67.99,0.0008765,1997-07-06 00:00:00
40.09,-66.61,0.0083695,1997-07-07 00:00:00
39.73,-66.13,0.00027,1997-07-08 00:00:00
40.44,-64.48,0.0059395,1997-07-09 00:00:00
42.17,-61.95,0.0165585,1997-07-10 00:00:00
42.79,-60.86,0.010499,1997-07-11 00:00:00
43.49,-59.55,0.0030375,1997-07-12 00:00:00
44.24,-61.74,0.009628999999999999,1997-07-13 00:00:00
44.36,-62.33,0.0010415,1997-07-14 00:00:00
42.29,-70.3,0.0008995,1997-07-26 00:00:00
42.36,-70.31,0.000491,1997-07-26 00:00:00
41.28,-71.1,0.010799,1997-08-05 00:00:00
41.33,-70.98,0,1997-08-05 00:00:00
40.8,-70.82,0.00378,1997-08-06 00:00:00
40.84,-70.51,0,1997-08-06 00:00:00
41.03,-70.76,0,1997-08-06 00:00:00
40.05,-70.1,0.00108,1997-08-07 00:00:00
40.66,-70.08,0,1997-08-07 00:00:00
40.75,-70.59,0.006075,1997-08-07 00:00:00
41.33,-70.91,0.000771,1997-08-18 00:00:00
40.35,-70.03,0.00378,1997-08-19 00:00:00
40.95,-70.61,0,1997-08-19 00:00:00
39.72,-69.52,0.0018,1997-08-20 00:00:00
40.16,-69.41,0,1997-08-20 00:00:00
39.61,-68.76,0,1997-08-21 00:00:00
41.63,-69.35,0.00162,1997-08-22 00:00:00
41.23,-70.9,0,1997-10-16 00:00:00
40.27,-70.18,0.00108,1997-10-17 00:00:00
39.63,-69.63,0,1997-10-18 00:00:00
42.52,-68.07,0.00216,1997-10-18 00:00:00
43.2,-68.7,0.00108,1997-10-18 00:00:00
37.65,-67.72,0.00108,1997-10-19 00:00:00
32.77,-64.68,0.00432,1997-10-21 00:00:00
32.67,-64.62,0.023758,1997-10-22 00:00:00
36.27,-66.27,0.00378,1997-10-22 00:00:00
37.23,-66.62,0,1997-10-22 00:00:00
34.95,-65.7,0.026998,1997-10-23 00:00:00
35.55,-65.62,0.00216,1997-10-23 00:00:00
32.75,-64.6,0.00324,1997-10-24 00:00:00
33.35,-64.77,0.096112,1997-10-24 00:00:00
34.12,-65.28,0.009719,1997-10-24 00:00:00
32.23,-64.53,0.048596,1997-10-25 00:00:00
31.4,-63.5,0.023758,1997-10-26 00:00:00
31.85,-64.13,0.00054,1997-10-26 00:00:00
32.35,-64.5,0.02969,1997-10-26 00:00:00
32.22,-64.12,0.006645,1997-10-27 00:00:00
32.28,-64.47,0.00144,1997-10-27 00:00:00
32.32,-64.47,0.016187,1997-10-27 00:00:00
32.35,-64.5,0.009719,1997-10-27 00:00:00
29.18,-61.13,0.018898,1997-10-28 00:00:00
29.57,-61.85,0.017819,1997-10-28 00:00:00
32.17,-61.73,0.014414,1997-10-28 00:00:00
32.2,-62.73,0.012956,1997-10-28 00:00:00
27.77,-59.55,0.024298,1997-10-29 00:00:00
28.43,-60.13,0.010799,1997-10-29 00:00:00
31.37,-59.93,0.00378,1997-10-29 00:00:00
31.8,-60.25,0.009971,1997-10-29 00:00:00
25.72,-58.75,0.012959,1997-10-30 00:00:00
26.93,-59.08,0,1997-10-30 00:00:00
30.18,-59.48,0.008099,1997-10-30 00:00:00
30.98,-59.77,0.008639,1997-10-30 00:00:00
24.55,-58.47,0.000491,1997-10-31 00:00:00
28.53,-58.78,0.095032,1997-10-31 00:00:00
29.4,-59.97,0.011879,1997-10-31 00:00:00
22.38,-58.28,0.053456,1997-11-01 00:00:00
25.68,-57.85,0.00135,1997-11-01 00:00:00
27.97,-58.6,0.044104,1997-11-01 00:00:00
25.12,-57.87,0.052376,1997-11-02 00:00:00
25.68,-57.85,0.065741,1997-11-02 00:00:00
19.17,-58.22,0.00432,1997-11-03 00:00:00
19.98,-58.1,0.0054,1997-11-03 00:00:00
23.4,-57.98,0.0054,1997-11-03 00:00:00
15.55,-58.78,0,1997-11-04 00:00:00
16.55,-58.67,0.00216,1997-11-04 00:00:00
17.9,-58.5,0,1997-11-04 00:00:00
20.18,-59.47,0.002432,1997-11-04 00:00:00
14.87,-58.97,0,1997-11-05 00:00:00
18.5,-60.73,0.000565,1997-11-05 00:00:00
19.23,-61.3,0,1997-11-05 00:00:00
13.93,-59.13,0,1997-11-06 00:00:00
17.35,-60.75,0.001656,1997-11-06 00:00:00
16.07,-61.95,0,1997-11-11 00:00:00
13.98,-61.12,0,1997-11-13 00:00:00
17.43,-63.35,0,1997-11-20 00:00:00
17.57,-63.28,0,1997-11-20 00:00:00
17.58,-64.38,0,1997-12-03 00:00:00
16.72,-63.6,0,1997-12-04 00:00:00
17.07,-64.15,0.00108,1997-12-04 00:00:00
17.9,-64.62,0,1997-12-04 00:00:00
16.6,-62.35,0,1997-12-05 00:00:00
16.77,-62.83,0.00216,1997-12-05 00:00:00
17.03,-63.4,0,1997-12-05 00:00:00
18.27,-64.47,0.00027,1997-12-05 00:00:00
18.42,-64.32,0,1997-12-05 00:00:00
16.48,-62.25,0.002492,1997-12-06 00:00:00
18,-63.85,0,1997-12-06 00:00:00
15.38,-61.58,0.00054,1997-12-07 00:00:00
15.97,-61.95,0.000675,1997-12-07 00:00:00
16.1,-62.23,0,1997-12-07 00:00:00
13.98,-61.03,0.00162,1997-12-08 00:00:00
14.83,-61.37,0.00135,1997-12-08 00:00:00
14.88,-62.52,0,1997-12-08 00:00:00
15.48,-62.53,0,1997-12-08 00:00:00
13.2,-61.3,0,1997-12-09 00:00:00
14.35,-62.47,0.0006755,1997-12-09 00:00:00
12.1,-63.08,0.00189,1997-12-10 00:00:00
12.47,-62.47,0,1997-12-10 00:00:00
11.87,-64.02,0,1997-12-11 00:00:00
11.98,-64.02,0,1997-12-11 00:00:00
10.52,-64.7,0,1997-12-12 00:00:00
11.53,-62.52,0,1997-12-12 00:00:00
12.05,-61.9,0,1997-12-12 00:00:00
11.08,-63.57,0,1997-12-13 00:00:00
10.45,-64.35,0,1997-12-14 00:00:00
11.98,-68.1,0,1997-12-14 00:00:00
10.8,-65.25,0,1997-12-15 00:00:00
11.23,-64.97,0,1997-12-15 00:00:00
12.6,-69.35,0,1997-12-17 00:00:00
13.32,-69.8,0,1997-12-18 00:00:00
14.1,-70.13,0.0003,1997-12-18 00:00:00
14.9,-70.38,0,1997-12-19 00:00:00
15.45,-70.82,0.00189,1997-12-19 00:00:00
16.02,-71.78,0,1997-12-20 00:00:00
16.78,-72.77,0.00054,1997-12-20 00:00:00
16.72,-74.38,0,1997-12-21 00:00:00
16.88,-73.62,0,1997-12-21 00:00:00
16.5,-76.25,0,1997-12-22 00:00:00
16.62,-75.3,0,1997-12-22 00:00:00
16.33,-78.82,0,1997-12-23 00:00:00
16.5,-77.6,0.00054,1997-12-23 00:00:00
17.6,-73.93,0,1997-12-23 00:00:00
16.2,-79.83,0.00054,1997-12-24 00:00:00
18.43,-74.55,0,1997-12-24 00:00:00
18.98,-74.23,0.00324,1997-12-24 00:00:00
16.75,-81.12,0,1997-12-25 00:00:00
19.37,-74.52,0,1997-12-25 00:00:00
17.65,-82.97,0.00027,1997-12-26 00:00:00
19.88,-76.45,0,1997-12-26 00:00:00
17.57,-84.33,0.0018900000000000002,1997-12-27 00:00:00
19.4,-78.57,0,1997-12-27 00:00:00
19.53,-77.45,0,1997-12-27 00:00:00
17.57,-85.97,0.00108,1997-12-28 00:00:00
19.58,-79.08,0,1997-12-28 00:00:00
24.1,-82.25,0,1998-01-07 00:00:00
24.18,-81,0,1998-01-08 00:00:00
24.2,-82.35,0,1998-01-16 00:00:00
25.58,-82.73,0,1998-01-16 00:00:00
24.5,-82.93,0,1998-01-17 00:00:00
24.35,-81.82,0.00162,1998-01-25 00:00:00
24.33,-82.42,0.00162,1998-01-26 00:00:00
24.52,-82.93,0.00108,1998-01-26 00:00:00
24.28,-79.38,0.00135,1998-01-29 00:00:00
24.82,-79.42,0.001661,1998-01-29 00:00:00
25.5,-79.43,0.00108,1998-01-30 00:00:00
26.45,-79.3,0,1998-02-10 00:00:00
26.53,-79.35,0,1998-02-10 00:00:00
26.6,-79.45,0.002024,1998-02-10 00:00:00
25.88,-79.73,0.0027,1998-02-11 00:00:00
26.37,-79.28,0,1998-02-11 00:00:00
26.45,-78.85,0,1998-02-11 00:00:00
25.77,-77.3,0.007716,1998-02-12 00:00:00
26,-77.82,0.010799,1998-02-12 00:00:00
26.13,-78.03,0.000491,1998-02-12 00:00:00
26.2,-78.12,0,1998-02-12 00:00:00
26.23,-78.13,0.0018,1998-02-12 00:00:00
28,-80.02,0,1998-02-12 00:00:00
28.45,-80.03,0.00216,1998-02-13 00:00:00
25.58,-76.5,0,1998-02-14 00:00:00
29.35,-78.98,0.006508,1998-02-14 00:00:00
29.38,-77.35,0.00054,1998-02-14 00:00:00
24.12,-74.65,0.00378,1998-02-15 00:00:00
28.42,-75.53,0,1998-02-15 00:00:00
29.25,-76.18,0.0002705,1998-02-15 00:00:00
24.05,-74.63,0.00216,1998-02-16 00:00:00
23.68,-75.22,0.000491,1998-02-18 00:00:00
23.82,-75.17,0,1998-02-18 00:00:00
28.47,-73.05,0.00054,1998-02-18 00:00:00
28.38,-71.23,0.00432,1998-02-19 00:00:00
28.62,-71.67,0.011339,1998-02-19 00:00:00
23.42,-74.63,0.00216,1998-02-20 00:00:00
23.47,-74.68,0.006944,1998-02-20 00:00:00
23.5,-74.7,0.000772,1998-02-20 00:00:00
28.05,-70.23,0.010799,1998-02-20 00:00:00
22.95,-74.73,0.00108,1998-02-21 00:00:00
23.05,-74.65,0.00432,1998-02-21 00:00:00
23.17,-74.63,0,1998-02-21 00:00:00
23.33,-74.62,0.000982,1998-02-21 00:00:00
23.37,-74.62,0.00216,1998-02-21 00:00:00
27.62,-68.93,0.0005995,1998-02-21 00:00:00
21.63,-74.23,0.00162,1998-02-22 00:00:00
22.57,-74.52,0.00594,1998-02-22 00:00:00
26.23,-67.97,0.008369,1998-02-22 00:00:00
26.85,-68.22,0.0054,1998-02-22 00:00:00
25.22,-68.4,0.00216,1998-02-23 00:00:00
25.5,-68.03,0.002062,1998-02-23 00:00:00
20.18,-73.5,0.020466,1998-02-24 00:00:00
20.77,-73.77,0.0027,1998-02-24 00:00:00
25.25,-68.75,0,1998-02-24 00:00:00
25.27,-68.75,0,1998-02-24 00:00:00
19.23,-74.53,0.00054,1998-02-25 00:00:00
22.62,-67.73,0.0027,1998-02-26 00:00:00
23.23,-67.72,0.00486,1998-02-26 00:00:00
21.08,-68.58,0.006209500000000001,1998-02-27 00:00:00
21.38,-68.05,0.00108,1998-02-27 00:00:00
22.22,-67.83,0.00081,1998-02-27 00:00:00
16.5,-80.97,0,1998-02-28 00:00:00
16.58,-81.07,0,1998-02-28 00:00:00
16.62,-81.17,0,1998-02-28 00:00:00
16.65,-81.27,0,1998-02-28 00:00:00
16.67,-81.35,0.00108,1998-03-01 00:00:00
16.68,-81.58,0,1998-03-01 00:00:00
16.68,-81.52,0.00108,1998-03-01 00:00:00
16.68,-81.45,0,1998-03-01 00:00:00
16.68,-81.38,0,1998-03-01 00:00:00
20.45,-70.12,0.004628,1998-03-02 00:00:00
20.35,-70.35,0.00054,1998-03-03 00:00:00
20.37,-70.35,0,1998-03-03 00:00:00
19.6,-69.42,0.039957,1998-03-04 00:00:00
24.3,-81.82,0.00054,1998-03-26 00:00:00
24.13,-80.72,0,1998-03-27 00:00:00
24.27,-80.94,0,1998-03-27 00:00:00
24.35,-80.52,0,1998-03-27 00:00:00
24.25,-80.32,0,1998-03-28 00:00:00
24.33,-81.85,0.00216,1998-03-28 00:00:00
23.48,-81.3,0,1998-03-29 00:00:00
24.22,-80.93,0.0027,1998-03-29 00:00:00
25.42,-79.7,0,1998-03-29 00:00:00
24.38,-80.03,0.00054,1998-03-30 00:00:00
24.98,-79.8,0,1998-03-30 00:00:00
25.78,-76.85,0.00162,1998-03-31 00:00:00
26.87,-79.8,0,1998-03-31 00:00:00
26.55,-76.32,0.00054,1998-04-01 00:00:00
29.83,-79.13,0,1998-04-01 00:00:00
25.57,-76.28,0.00432,1998-04-02 00:00:00
26.09,-76.7,0.0218685,1998-04-02 00:00:00
30.05,-78.1,0.031317,1998-04-02 00:00:00
25.1,-75.15,0.028618,1998-04-03 00:00:00
29.98,-77.52,0.012959,1998-04-03 00:00:00
30.28,-76.22,0.051836,1998-04-03 00:00:00
30.43,-75.43,0.007019,1998-04-03 00:00:00
23.93,-74.78,0,1998-04-04 00:00:00
22.72,-74.6,0,1998-04-06 00:00:00
23.22,-74.77,0.00135,1998-04-06 00:00:00
31.12,-70.35,0.008837,1998-04-06 00:00:00
21.92,-74.3,0,1998-04-07 00:00:00
31.37,-69.22,0.008639,1998-04-07 00:00:00
20.17,-73.65,0.053996,1998-04-09 00:00:00
20.57,-73.57,0.00108,1998-04-09 00:00:00
19.5,-74.05,0.00162,1998-04-10 00:00:00
19.77,-73.6,0,1998-04-10 00:00:00
18.55,-75.03,0,1998-04-11 00:00:00
18.62,-74.75,0.00108,1998-04-11 00:00:00
18.98,-74.25,0,1998-04-11 00:00:00
17.57,-76.65,0.00216,1998-04-12 00:00:00
17.63,-76.68,0.00216,1998-04-12 00:00:00
17.67,-76.63,0.00216,1998-04-12 00:00:00
17.67,-76.62,0,1998-04-12 00:00:00
17.68,-76.33,0,1998-04-12 00:00:00
31.83,-64.78,0.002455,1998-04-13 00:00:00
16.47,-79.02,0.00162,1998-04-14 00:00:00
29.02,-65.72,0.018359,1998-04-14 00:00:00
29.85,-65.32,0.0054,1998-04-14 00:00:00
31.17,-64.9,0,1998-04-14 00:00:00
16.67,-80.97,0,1998-04-15 00:00:00
16.75,-79.58,0.00108,1998-04-15 00:00:00
28.6,-66.12,0.054956,1998-04-15 00:00:00
17.35,-81.78,0,1998-04-16 00:00:00
27.05,-67.32,0.006479,1998-04-16 00:00:00
27.53,-66.78,0.062987,1998-04-16 00:00:00
17.15,-84.15,0,1998-04-17 00:00:00
17.37,-83.52,0,1998-04-17 00:00:00
17.77,-82.4,0,1998-04-17 00:00:00
26.67,-68.1,0.007019,1998-04-17 00:00:00
16.63,-84.97,0,1998-04-18 00:00:00
16.65,-84.95,0,1998-04-18 00:00:00
16.68,-84.93,0,1998-04-18 00:00:00
16.7,-84.92,0,1998-04-18 00:00:00
16.87,-84.33,0,1998-04-18 00:00:00
17,-84.17,0,1998-04-18 00:00:00
25.53,-71.07,0.00432,1998-04-18 00:00:00
25.2,-71.97,0.0054,1998-04-19 00:00:00
25.07,-72.4,0.0054,1998-04-20 00:00:00
24.48,-73.72,0.010259,1998-04-21 00:00:00
41.35,-71.03,0.00162,1998-06-23 00:00:00
40.9,-71.23,0.013501,1998-06-24 00:00:00
41.05,-70.67,0.000772,1998-06-24 00:00:00
44.2,-69.01,0,1998-06-24 00:00:00
40.35,-70.67,0,1998-06-25 00:00:00
40.65,-70.8,0,1998-06-25 00:00:00
43.63,-68.23,0,1998-06-25 00:00:00
43.92,-68.84,0,1998-06-25 00:00:00
39.45,-70.12,0,1998-06-26 00:00:00
39.68,-69.25,0,1998-06-26 00:00:00
43.48,-67.81,0,1998-06-26 00:00:00
42.95,-68.93,0.007422,1998-06-27 00:00:00
43.29,-68.19,0,1998-06-27 00:00:00
42.43,-70.14,0.001543,1998-06-28 00:00:00
42.19,-70.35,0,1998-06-29 00:00:00
43.05,-70.48,0.00216,1998-07-03 00:00:00
42.93,-70.12,0,1998-07-04 00:00:00
42.15,-69.27,0.006748,1998-07-05 00:00:00
42.52,-70.05,0.000675,1998-07-05 00:00:00
40.87,-68.43,0.00135,1998-07-06 00:00:00
40.7,-69.33,0.00054,1998-07-07 00:00:00
40.78,-70.53,0.004049,1998-07-07 00:00:00
42.43,-70.05,0,1998-07-07 00:00:00
42.15,-67.63,0.0006,1998-07-08 00:00:00
42.42,-69.08,0.00108,1998-07-08 00:00:00
41.28,-66.08,0,1998-07-09 00:00:00
41.52,-66.42,0,1998-07-09 00:00:00
41.48,-65.35,0.00162,1998-07-10 00:00:00
42,-64.22,0,1998-07-10 00:00:00
42.08,-63.35,0,1998-07-11 00:00:00
43,-60.62,0.00054,1998-07-12 00:00:00
46.62,-56.35,0.00216,1998-07-16 00:00:00
40.67,-69.8,0.00162,1998-07-18 00:00:00
40.77,-69,0,1998-07-18 00:00:00
41.8,-69.05,0.00324,1998-07-19 00:00:00
42.5,-69.6,0.00108,1998-07-19 00:00:00
42.82,-70.32,0.000491,1998-07-20 00:00:00
42.88,-70.38,0,1998-07-20 00:00:00
42.65,-70.4,0,1998-07-21 00:00:00
46.35,-58.87,0.00054,1998-07-22 00:00:00
45.05,-60.25,0.00162,1998-07-23 00:00:00
45.42,-60.33,0,1998-07-23 00:00:00
44.45,-61.9,0,1998-07-24 00:00:00
44.55,-61.4,0.002315,1998-07-24 00:00:00
44.3,-63.15,0,1998-07-25 00:00:00
44.48,-62.25,0.00054,1998-07-25 00:00:00
43.75,-64.15,0.00108,1998-07-26 00:00:00
44.17,-62.98,0,1998-07-26 00:00:00
43.25,-64.78,0.001351,1998-07-27 00:00:00
42.48,-70.5,0.006748,1998-07-30 00:00:00
40.79,-70.57,0.000982,1998-07-31 00:00:00
41.12,-70.8,0,1998-07-31 00:00:00
42.18,-70.43,0.00108,1998-07-31 00:00:00
41.38,-71.13,0.0036,1998-08-01 00:00:00
41.34,-70.94,0.00108,1998-08-08 00:00:00
40.76,-71.39,0,1998-08-09 00:00:00
40.9,-70.75,0,1998-08-09 00:00:00
41.1,-70.78,0,1998-08-09 00:00:00
41.12,-71.09,0,1998-08-09 00:00:00
39.9,-72.27,0.00135,1998-08-10 00:00:00
40.28,-71.98,0.00027,1998-08-10 00:00:00
40.3,-70.13,0,1998-08-10 00:00:00
39.76,-71.34,0.00398,1998-08-11 00:00:00
39.78,-71.89,0.00108,1998-08-11 00:00:00
39.88,-68.63,0,1998-08-11 00:00:00
40.32,-69.42,0,1998-08-11 00:00:00
40.53,-68.68,0,1998-08-12 00:00:00
41.37,-70.8,0,1998-08-15 00:00:00
41.42,-70.77,0,1998-08-15 00:00:00
41.45,-70.73,0,1998-08-15 00:00:00
41.38,-70.93,0.002703,1998-08-20 00:00:00
40.42,-70.47,0,1998-08-21 00:00:00
40.82,-70.11,0,1998-08-21 00:00:00
41.12,-70.49,0,1998-08-21 00:00:00
41.13,-70.65,0,1998-08-21 00:00:00
40.18,-69.88,0,1998-08-22 00:00:00
40.58,-69.4,0,1998-08-22 00:00:00
40.7,-69.31,0,1998-08-22 00:00:00
40.91,-68.8,0,1998-08-22 00:00:00
41.7,-68.91,0,1998-08-23 00:00:00
42.07,-69.73,0,1998-08-24 00:00:00
42.18,-69.7,0,1998-08-24 00:00:00
42.6,-70.51,0.00378,1998-09-04 00:00:00
42.45,-68.49,0.00054,1998-09-05 00:00:00
42.56,-70.24,0,1998-09-05 00:00:00
41.54,-66.64,0,1998-09-06 00:00:00
42.01,-68.12,0,1998-09-06 00:00:00
40.7,-65.96,0,1998-09-07 00:00:00
41.01,-66.33,0.00054,1998-09-07 00:00:00
43.97,-67.96,0,1998-09-10 00:00:00
40.35,-70.39,0,1998-10-16 00:00:00
39.4,-69.83,0.00108,1998-10-17 00:00:00
39.93,-69.93,0,1998-10-17 00:00:00
40.48,-70.81,0.0024,1998-10-17 00:00:00
40.93,-71.03,0,1998-10-17 00:00:00
37.79,-68.37,0,1998-10-18 00:00:00
38.71,-69.46,0,1998-10-18 00:00:00
39.55,-69.43,0,1998-10-18 00:00:00
40,-70.15,0.00054,1998-10-18 00:00:00
36.35,-66.4,0.00216,1998-10-19 00:00:00
36.37,-66.41,0.00216,1998-10-19 00:00:00
36.39,-66.42,0.00054,1998-10-19 00:00:00
36.41,-66.43,0.00216,1998-10-19 00:00:00
36.97,-67.48,0,1998-10-19 00:00:00
35.11,-64.23,0.0027,1998-10-20 00:00:00
35.48,-63.33,0.00216,1998-10-20 00:00:00
36.53,-64.83,0.000491,1998-10-20 00:00:00
33.4,-61.5,0.006479,1998-10-21 00:00:00
33.59,-61.95,0.010799,1998-10-21 00:00:00
34.3,-62.96,0.000491,1998-10-21 00:00:00
34.72,-62.4,0,1998-10-21 00:00:00
31.69,-60.38,0.008639,1998-10-22 00:00:00
32.23,-60.12,0.00378,1998-10-22 00:00:00
32.71,-60.65,0.00378,1998-10-22 00:00:00
31.97,-59.69,0.00432,1998-10-23 00:00:00
30.49,-59.68,0.008099,1998-10-24 00:00:00
31.52,-60.22,0.025378,1998-10-24 00:00:00
28.46,-59.87,0.063322,1998-10-25 00:00:00
28.72,-59.85,0.008639,1998-10-25 00:00:00
29.44,-59.88,0.083153,1998-10-25 00:00:00
30.12,-61.11,0,1998-10-25 00:00:00
30.51,-60.37,0.00054,1998-10-25 00:00:00
27.59,-59.93,0.003299,1998-10-26 00:00:00
27.76,-59.99,0.012876,1998-10-26 00:00:00
27.89,-60.05,0.041037,1998-10-26 00:00:00
28.27,-60.1,0.041535,1998-10-26 00:00:00
28.59,-61.45,0.00594,1998-10-26 00:00:00
29.29,-61.66,0.037257,1998-10-26 00:00:00
26.67,-59.82,0.065335,1998-10-27 00:00:00
26.8,-60.96,0.013499,1998-10-27 00:00:00
27.62,-61.4,0.015119,1998-10-27 00:00:00
25.5,-60.14,0.007559,1998-10-28 00:00:00
26.04,-60.44,0,1998-10-28 00:00:00
26.13,-59.73,0.022678,1998-10-28 00:00:00
24.04,-59.76,0.00486,1998-10-29 00:00:00
24.36,-60.04,0.00589,1998-10-29 00:00:00
25.13,-59.76,0.034557,1998-10-29 00:00:00
25.17,-60.07,0.009179,1998-10-29 00:00:00
21.67,-60.02,0.007019,1998-10-30 00:00:00
22.53,-59.98,0.014039,1998-10-30 00:00:00
23.3,-59.81,0.00486,1998-10-30 00:00:00
23.8,-59.82,0,1998-10-30 00:00:00
21.2,-59.73,0.00216,1998-10-31 00:00:00
21.57,-60.01,0.00072,1998-10-31 00:00:00
21.63,-60.02,0.0032395,1998-10-31 00:00:00
21.67,-60.02,0.00054,1998-10-31 00:00:00
21.84,-59.34,0.00324,1998-10-31 00:00:00
20.15,-59.66,0.00108,1998-11-01 00:00:00
20.45,-59.44,0.012419,1998-11-01 00:00:00
20.7,-59.4,0.009179,1998-11-01 00:00:00
20.92,-59.37,0.00054,1998-11-01 00:00:00
18.32,-59.67,0.00216,1998-11-02 00:00:00
18.95,-60,0.049676,1998-11-02 00:00:00
19.29,-59.61,0.0054,1998-11-02 00:00:00
19.62,-59.69,0.016199,1998-11-02 00:00:00
17.12,-59.78,0.00108,1998-11-03 00:00:00
17.43,-61.04,0,1998-11-03 00:00:00
17.58,-60.48,0.00054,1998-11-03 00:00:00
18.34,-60.34,0.0027,1998-11-03 00:00:00
14.08,-60.26,0,1998-11-04 00:00:00
15.29,-59.87,0.00054,1998-11-04 00:00:00
11.92,-61.44,0.00378,1998-11-05 00:00:00
12.7,-60.79,0.00054,1998-11-05 00:00:00
13.45,-60.51,0,1998-11-05 00:00:00
17.01,-61.96,0.00486,1998-11-05 00:00:00
15.73,-60.3,0,1998-11-08 00:00:00
16.36,-60.71,0.00324,1998-11-08 00:00:00
16.85,-61.44,0,1998-11-08 00:00:00
14.73,-60.01,0.003323,1998-11-09 00:00:00
14.93,-59.96,0,1998-11-09 00:00:00
15.73,-60.3,0,1998-11-09 00:00:00
13.73,-59.93,0,1998-11-10 00:00:00
14.01,-59.97,0,1998-11-10 00:00:00
14.45,-60.01,0,1998-11-10 00:00:00
12.32,-59.71,0.001028,1998-11-11 00:00:00
12.58,-61.76,0,1998-11-11 00:00:00
12.98,-59.74,0,1998-11-11 00:00:00
11.21,-59.47,0.00054,1998-11-12 00:00:00
11.23,-60.17,0,1998-11-12 00:00:00
11.18,-61.09,0,1998-11-13 00:00:00
12.49,-61.51,0.0012,1998-11-14 00:00:00
12.77,-61.41,0,1998-11-14 00:00:00
16.64,-64.27,0,1998-12-02 00:00:00
17.3,-64.67,0,1998-12-02 00:00:00
16.25,-63.96,0,1998-12-03 00:00:00
16.78,-64.64,0,1998-12-03 00:00:00
17.37,-64.83,0,1998-12-03 00:00:00
15.02,-64.08,0,1998-12-04 00:00:00
15.17,-63.26,0.00216,1998-12-04 00:00:00
15.81,-64.17,0.00054,1998-12-04 00:00:00
16.44,-64.53,0,1998-12-04 00:00:00
13.62,-62.89,0,1998-12-05 00:00:00
14.17,-63.99,0,1998-12-05 00:00:00
14.25,-63.06,0,1998-12-05 00:00:00
12.88,-61.63,0,1998-12-06 00:00:00
13.59,-62.41,0,1998-12-06 00:00:00
14.09,-63.97,0,1998-12-06 00:00:00
12.04,-63.16,0,1998-12-07 00:00:00
12.5,-61.54,0,1998-12-07 00:00:00
12.71,-63.37,0,1998-12-07 00:00:00
11.63,-63.42,0,1998-12-08 00:00:00
11.91,-63.24,0.00054,1998-12-08 00:00:00
11.38,-63.34,0,1998-12-09 00:00:00
