Latitude,Longitude,Average of MicroPlastic,Sample_Date
16.28,-160.37,0.579882,2012-10-31 00:00:00
16.36,-159.94,1.085124,2012-10-31 00:00:00
14.71,-157.43,0.078316,2012-11-01 00:00:00
15.25,-157.55,0.120339,2012-11-01 00:00:00
15.94,-162.49,0.070277,2012-11-01 00:00:00
16.13,-162,1.142264,2012-11-01 00:00:00
13.69,-156.87,0.078436,2012-11-02 00:00:00
14.12,-157.12,0.141599,2012-11-02 00:00:00
11.09,-156.77,0.006787,2012-11-03 00:00:00
11.44,-156.82,0.058278,2012-11-03 00:00:00
12.52,-156.96,0.006756,2012-11-03 00:00:00
12.95,-156.94,0,2012-11-03 00:00:00
7.43,-149.9,0.017745,2012-11-04 00:00:00
8.38,-151.97,0.020428,2012-11-04 00:00:00
9.55,-155.93,0.005641,2012-11-04 00:00:00
10.33,-156.71,0.006325,2012-11-04 00:00:00
5.28,-146.64,0.004287,2012-11-05 00:00:00
5.79,-147.72,0.005193,2012-11-05 00:00:00
6.42,-148.97,0.001539,2012-11-05 00:00:00
6.84,-149.44,0.012438,2012-11-05 00:00:00
4.41,-145.74,0.000399,2012-11-17 00:00:00
3.48,-143.62,0.004086,2012-11-19 00:00:00
2.89,-137.24,0,2012-11-20 00:00:00
2.19,-135.73,0.004848,2012-11-21 00:00:00
12.51,-128.9,0,2012-11-22 00:00:00
10.56,-157.79,0.004535,2012-11-23 00:00:00
8.03,-157.49,0.003343,2012-11-24 00:00:00
5.9,-157.42,0.001544,2012-11-25 00:00:00
4.21,-157.2,0.000517,2012-11-26 00:00:00
2.29,-156.98,0,2012-11-27 00:00:00
1.59,-156.49,0,2012-12-02 00:00:00
0.75,-156.27,0,2012-12-03 00:00:00
1.56,-156.38,0,2012-12-03 00:00:00
-0.4,-152.9,0.000491,2012-12-04 00:00:00
-2.01,-151.63,0,2012-12-05 00:00:00
-1.22,-152.27,0.000659,2012-12-05 00:00:00
0.59,-155.1,0.001353,2012-12-05 00:00:00
-3.43,-150.21,0,2012-12-06 00:00:00
-2.94,-150.87,0,2012-12-06 00:00:00
-4.5,-148.13,0,2012-12-07 00:00:00
-3.84,-149.63,0,2012-12-07 00:00:00
-6.08,-147.02,0,2012-12-08 00:00:00
-5.3,-147.81,0,2012-12-08 00:00:00
-7.46,-144.77,0.001817,2012-12-09 00:00:00
-6.66,-146.51,0.00055,2012-12-09 00:00:00
-8.9,-143.46,0.00066,2012-12-10 00:00:00
-8.22,-143.82,0.001739,2012-12-10 00:00:00
-10.8,-139.91,0,2012-12-11 00:00:00
-9.71,-140,0.000518,2012-12-11 00:00:00
-12.41,-140.09,0,2012-12-12 00:00:00
-11.53,-140.03,0,2012-12-12 00:00:00
-13.85,-140.48,0.000629,2012-12-13 00:00:00
-13.28,-140.21,0.004689,2012-12-13 00:00:00
-17.11,-140.77,0.000752,2012-12-20 00:00:00
59.3414667,-153.5497667,0.014,2013-07-01 00:00:00
59.3681333,-153.5523333,0.001,2013-07-01 00:00:00
59.3736,-153.4480667,0.071,2013-07-01 00:00:00
59.3786833,-153.5208667,0.001,2013-07-01 00:00:00
59.3929667,-153.50715,0.002,2013-07-01 00:00:00
59.6387167,-153.3956667,0.017,2013-07-01 00:00:00
43.6612,-70.2389,0.017,2013-09-23 00:00:00
41.24665,-72.51363,0.008,2013-10-16 00:00:00
39.3513,-76.144783,0.002,2013-10-28 00:00:00
39.284783,-76.609267,0.012,2013-11-02 00:00:00
38.3314,-76.4596,0.003,2013-11-13 00:00:00
37.3026,-76.2937,0.007,2013-11-16 00:00:00
37.8014,-76.2905,0.01,2013-11-16 00:00:00
-51.3082,-60.5467,0.008,2013-11-17 00:00:00
18.3047,-65.2968,0.012,2013-11-17 00:00:00
-51.6918,-57.8586,0.012,2013-11-18 00:00:00
36.8463,-76.3002,0.004,2013-11-18 00:00:00
-54.8869,-67.9369,0.006,2013-11-21 00:00:00
-54.1567,-36.7097,0.009,2013-11-21 00:00:00
31.3438,-71.3528,0.061,2013-11-21 00:00:00
-54.132,-36.826,0.012,2013-11-22 00:00:00
-54.9431,-69.4812,0.001,2013-11-23 00:00:00
-54.7383,-69.6171,0.012,2013-11-23 00:00:00
-54.434,-36.187,0.013,2013-11-23 00:00:00
30.5659,-70.6258,0.022,2013-11-23 00:00:00
29.3275,-69.3097,0.175,2013-11-24 00:00:00
25.8486,-67.5656,0.029,2013-11-26 00:00:00
21.221189,-86.732542,0.01,2013-11-27 00:00:00
24.2909,-67.3977,0.032,2013-11-27 00:00:00
-54.941,-69.157,0.01,2013-11-28 00:00:00
-54.941,-69.1525,0.001,2013-11-28 00:00:00
21.031301,-86.791189,0.006,2013-11-28 00:00:00
23.0016,-67.2478,0.028,2013-11-28 00:00:00
-64.8439,-62.5312,0.031,2013-11-29 00:00:00
-54.9338,-67.6162,0.001,2013-11-29 00:00:00
20.647611,-87.050925,0.001,2013-11-29 00:00:00
24.417222,-110.31222,0.017,2013-11-29 00:00:00
17.2776,-87.80551,0.015,2013-12-03 00:00:00
24.163333,-110.317222,0.007,2013-12-03 00:00:00
17.32112,-87.78921,0.01,2013-12-04 00:00:00
17.2826,-87.81142,0.239,2013-12-05 00:00:00
17.31051,-87.80113,0.009,2013-12-05 00:00:00
17.40976,-87.92763,0.015,2013-12-05 00:00:00
-62.4113,-59.7428,0.002,2013-12-08 00:00:00
-62.0955,-59.9032,0.017,2013-12-08 00:00:00
18.4599,-66.093,0.173,2013-12-11 00:00:00
-64.5771,-62.2257,0.012,2013-12-15 00:00:00
-65.1775,-64.1291,0.116,2013-12-17 00:00:00
9.556027,-79.654444,0.013,2013-12-28 00:00:00
9.287916,-82.391222,0.023,2013-12-31 00:00:00
9.3385,-82.239888,0.027,2014-01-01 00:00:00
11.47168,-86.13136,0.006,2014-01-02 00:00:00
20.396161,-87.313191,0.004,2014-01-03 00:00:00
20.210337,-87.430163,0.002,2014-01-07 00:00:00
18.335767,-64.92775,0.002,2014-01-08 00:00:00
18.3464,-64.791,0.019,2014-01-13 00:00:00
18.4547,-64.442133,0.001,2014-01-18 00:00:00
18.37405,-64.531216,0,2014-01-19 00:00:00
18.334183,-64.926333,0.008,2014-01-25 00:00:00
20.29884,-87.00539,0.003,2014-01-27 00:00:00
20.44935,-86.9901,0.002,2014-02-01 00:00:00
17.749514,-87.025033,0,2014-02-02 00:00:00
20.5448,-86.88051,0.002,2014-02-02 00:00:00
17.749514,-87.025033,0.002,2014-02-04 00:00:00
20.38284,-86.87464,0,2014-02-04 00:00:00
17.6365,-63.257333,0,2014-02-07 00:00:00
17.480733,-62.990067,0.012,2014-02-09 00:00:00
17.29105,-62.729383,0.013,2014-02-11 00:00:00
16.801617,-62.208483,0.026,2014-02-13 00:00:00
15.980333,-61.717516,0,2014-02-17 00:00:00
15.86735,-61.589483,0.001,2014-02-19 00:00:00
15.579333,-61.463216,0.005,2014-02-21 00:00:00
38.15334,-122.88948,0,2014-02-23 00:00:00
66.1741,-23.2302,0.006,2014-03-03 00:00:00
14.5984,-61.0695,0.004,2014-03-04 00:00:00
17.3028,-87.8344,0.006,2014-03-06 00:00:00
9.94286,-85.67066,0.03,2014-03-09 00:00:00
14.0726,-60.9595,0,2014-03-10 00:00:00
12.4856,-61.4597,0.002,2014-03-11 00:00:00
17.4983,-87.8358,0,2014-03-15 00:00:00
9.99624,-85.70344,0.012,2014-03-16 00:00:00
11.9958,-61.7631,0.001,2014-03-16 00:00:00
-46.475,169.7,0.008,2014-03-17 00:00:00
32.7565765,-117.247553,0.003,2014-03-17 00:00:00
32.76428,-117.170077,0.041,2014-03-17 00:00:00
12.593,-61.4123,0.001,2014-03-20 00:00:00
12.6352,-61.3617,0.005,2014-03-22 00:00:00
17.0084,-61.764,0.002,2014-03-22 00:00:00
12.7077,-61.3287,0.012,2014-03-23 00:00:00
17.0765,-61.8998,0.002,2014-03-23 00:00:00
-34.6,21.2,0.01,2014-03-28 00:00:00
13.01,-61.2434,0.003,2014-03-29 00:00:00
56.00861,-3.39361,0.009,2014-03-31 00:00:00
30.1863257,-85.7392307,0.008,2014-04-02 00:00:00
30.1869702,-85.7308062,0.019,2014-04-02 00:00:00
32.576721,-117.133016,0.002,2014-04-06 00:00:00
16.3062,-61.7993,0.003,2014-04-13 00:00:00
64.1817,-51.5262,0.014,2014-04-17 00:00:00
17.0123,-61.7707,0.002,2014-04-21 00:00:00
28.57,-77.2783,0.015,2014-04-24 00:00:00
32.925395,-117.249481,0.004,2014-04-25 00:00:00
33.175,-77.24,0.122,2014-04-26 00:00:00
17.8972,-62.8575,0,2014-04-27 00:00:00
-27.1,9.8,0.058,2014-04-30 00:00:00
25.563633,-136.390417,0.103,2014-05-04 00:00:00
27.560867,-135.580983,0.132,2014-05-04 00:00:00
-18.7,0.6,0.001,2014-05-05 00:00:00
39.095,-73.73,0.04,2014-05-05 00:00:00
59.579,-151.423,0.005,2014-05-05 00:00:00
59.609,-151.349,0,2014-05-05 00:00:00
40.1117,-72.4767,0.064,2014-05-06 00:00:00
-16.7,-4.3,0.002,2014-05-07 00:00:00
22.015317,-138.761417,0.055,2014-05-07 00:00:00
17.756867,-146.223,0.05,2014-05-11 00:00:00
8.49194,-13.29194,0.001,2014-05-13 00:00:00
17.643,-151.337483,0.029,2014-05-13 00:00:00
-35.213333,174.135,0.002,2014-05-14 00:00:00
-7.8,-14.5,0,2014-05-17 00:00:00
18.438217,-161.516233,0.101,2014-05-19 00:00:00
18.0327,-63.0973,0.002,2014-05-21 00:00:00
-5.3,-25.7,0.005,2014-05-22 00:00:00
20.3746,-63.3564,0.061,2014-05-22 00:00:00
22.3494,-63.5046,0.013,2014-05-23 00:00:00
24.1854,-63.6332,0.012,2014-05-24 00:00:00
25.212,-63.6839,0.01,2014-05-25 00:00:00
26.1552,-63.7472,0.006,2014-05-26 00:00:00
27.1606,-63.9837,0.015,2014-05-27 00:00:00
27.961,-64.1088,0.005,2014-05-28 00:00:00
0,-42,0.004,2014-05-31 00:00:00
5.6,-48.6,0,2014-06-03 00:00:00
17.844283,173.1261,0.13,2014-06-03 00:00:00
9.1,-55.8,0.004,2014-06-05 00:00:00
32.375,-64.6744,0.005,2014-06-05 00:00:00
34.8478,-67.985,0.011,2014-06-07 00:00:00
35.6686,-69.1216,0.008,2014-06-08 00:00:00
36.4294,-70.2493,0.009,2014-06-09 00:00:00
22.033683,161.8278,0.037,2014-06-10 00:00:00
32.248926,-64.833316,0.005,2014-06-10 00:00:00
34.48333,-69.25667,0.006,2014-06-10 00:00:00
37.838,-70.825,0.006,2014-06-10 00:00:00
12,-61.7,0.002,2014-06-11 00:00:00
35.68833,-71.47667,0.006,2014-06-11 00:00:00
32.30297,-64.739703,0.007,2014-06-12 00:00:00
35.84167,-72.61,0.008,2014-06-12 00:00:00
36.27333,-73.10333,0.01,2014-06-12 00:00:00
41.4793,-71.3283,0.009,2014-06-14 00:00:00
23.908617,154.265083,0.068,2014-06-15 00:00:00
32.364797,-64.712603,0.006,2014-06-17 00:00:00
31.80725,140.951167,0.111,2014-06-26 00:00:00
59.4376,-150.586,0.002,2014-07-01 00:00:00
27.0786333,-131.5791,0.013,2014-07-04 00:00:00
59.611,-149.6231,0.001,2014-07-04 00:00:00
30.42867,-81.3915,0,2014-07-06 00:00:00
22,-149.9,0.036,2014-07-09 00:00:00
29.353,-120.2311,0.003,2014-07-16 00:00:00
24.831583,-144.2614167,0.004,2014-07-19 00:00:00
32.8710833,-143.43865,0.016,2014-07-22 00:00:00
58.8857,-152.1576,0.0035,2014-07-23 00:00:00
59.0875,-152.3912,0.066,2014-07-23 00:00:00
59.1755,-152.0623,0.025,2014-07-23 00:00:00
23.27306666,-150.0637333,0.024,2014-07-26 00:00:00
28.3849,-118.7021,0.004,2014-07-26 00:00:00
22.996316,-146.977833,0.013,2014-08-05 00:00:00
55.19839,-131.15373,0.007,2014-08-11 00:00:00
38.720171,-75.089518,0.004,2014-08-23 00:00:00
32.2614,-116.9911,0.004,2014-08-30 00:00:00
58.12964,-136.43672,0.003,2014-08-30 00:00:00
7.28142,134.4707,0.006,2014-09-03 00:00:00
44.68741,-1.23216,0.002,2014-09-03 00:00:00
7.32998,134.46573,0.021,2014-09-04 00:00:00
44.69592,-1.26258,0.002,2014-09-04 00:00:00
7.10333,134.23854,0.009,2014-09-06 00:00:00
7.13265,134.29204,0.04,2014-09-06 00:00:00
6.99325,134.31082,0.005,2014-09-07 00:00:00
-42.24,-64.05,0.001,2014-09-11 00:00:00
7.25368,134.24516,0.012,2014-09-11 00:00:00
7.28116,134.28864,0.005,2014-09-11 00:00:00
22.8167,-156.985,0.016,2014-09-12 00:00:00
7.63095,134.54713,0.008,2014-09-13 00:00:00
7.77659,134.56976,0.008,2014-09-13 00:00:00
23.6348,-154.91,0.012333333333333333,2014-09-13 00:00:00
24.8516,-152.3562,0.007333333333333333,2014-09-14 00:00:00
33.4228,-117.6241,0.002,2014-09-14 00:00:00
43.1094,3.11435,0.002,2014-09-14 00:00:00
43.13627,3.01015,0,2014-09-14 00:00:00
25.7248,-149.7316,0.011333333333333334,2014-09-15 00:00:00
27.0671,-144.2697,0.015,2014-09-17 00:00:00
28.4649,-141.808,0.010499999999999999,2014-09-18 00:00:00
29.467,-138.8152,0.006500000000000001,2014-09-19 00:00:00
30.1093,-136.2664,0.008,2014-09-20 00:00:00
7.07776,134.30825,0.015,2014-09-21 00:00:00
7.31303,134.2236,0.001,2014-09-21 00:00:00
30.7981,-133.0207,0.008,2014-09-21 00:00:00
31.697,-129.0366,0.02,2014-09-21 00:00:00
31.697,-129.0366,0.013,2014-09-22 00:00:00
32.3905,-125.8473,0.0175,2014-09-23 00:00:00
33.1155,-122.512,0.028,2014-09-24 00:00:00
40.478162,-74.016266,0.002,2014-09-28 00:00:00
44.53387,-67.8735,0.009,2014-10-01 00:00:00
37.7,-122.1911,0.002,2014-10-04 00:00:00
44.2767,-68.3082,0.007,2014-10-06 00:00:00
44.32022,-68.3129,0.001,2014-10-06 00:00:00
44.21675,-68.566861,0.008,2014-10-07 00:00:00
33.76,-118.1551,0.005,2014-10-11 00:00:00
58.00415,-153.268494,0.014,2014-10-14 00:00:00
32.1204,-116.8859,0.006,2014-10-25 00:00:00
33.86361,10.97444,0.004,2014-10-25 00:00:00
41.115233,-73.330736,0,2014-10-25 00:00:00
34.2083,-77.7985,0.012,2014-10-27 00:00:00
20.763,-105.521,0.004,2014-10-28 00:00:00
32.429,-80.682,0,2014-10-31 00:00:00
9.419722,-79.9675,0.001,2014-11-04 00:00:00
17.883,-102.426,0.007,2014-11-04 00:00:00
-10.2995,166.2958,0.001,2014-11-07 00:00:00
-33.987899,151.229558,0.002,2014-11-08 00:00:00
-33.945854,151.2608,0,2014-11-08 00:00:00
-33.919823,151.26097,0.004,2014-11-08 00:00:00
-33.893004,151.282359,0.001,2014-11-08 00:00:00
-33.845626,151.281178,0.002,2014-11-08 00:00:00
-33.853602,151.208683,0.002,2014-11-09 00:00:00
-33.800397,151.285572,0.002,2014-11-09 00:00:00
-33.799049,151.291585,0.004,2014-11-09 00:00:00
9.310556,-79.919722,0.054,2014-11-10 00:00:00
18.52985,-24.85955,0.02,2014-11-10 00:00:00
24.66666667,-17.7,0.037,2014-11-10 00:00:00
25.69581667,-16.82878333,0.046,2014-11-10 00:00:00
26.39,-16.05944444,0.007,2014-11-10 00:00:00
24.3061,-18.14383333,0.003,2014-11-11 00:00:00
24.3935,-18.28266667,0.065,2014-11-11 00:00:00
24.52756667,-17.95046667,0.044,2014-11-11 00:00:00
24.62083333,-17.56061667,0.012,2014-11-11 00:00:00
24.73466667,-17.49166667,0.001,2014-11-11 00:00:00
24.88566667,-18.8101,0.004,2014-11-11 00:00:00
24.89666667,-17.76166667,0.015,2014-11-11 00:00:00
24.94333333,-18.17166667,0.015,2014-11-11 00:00:00
25.00633333,-17.51666667,0.01,2014-11-11 00:00:00
21.36518333,-19.47301667,0.012,2014-11-12 00:00:00
22.3,-20.07,0.003,2014-11-12 00:00:00
22.34133333,-19.9525,0.004,2014-11-12 00:00:00
22.781,-19.501,0.004,2014-11-12 00:00:00
22.83416667,-18.9109,0.015,2014-11-12 00:00:00
22.8395,-19.3,0,2014-11-12 00:00:00
22.9035,-19.11716667,0.008,2014-11-12 00:00:00
23.88705,-18.58373333,0.008,2014-11-12 00:00:00
19.03863333,-22.72206667,0.029,2014-11-13 00:00:00
19.64066667,-21.26666667,0.008,2014-11-13 00:00:00
20.12833333,-22.12833333,0.007,2014-11-13 00:00:00
20.34108333,-21.78325,0.008,2014-11-13 00:00:00
21.1235,-21.27366667,0.053,2014-11-13 00:00:00
26.7097,-80.0475,0,2014-11-13 00:00:00
18.38708333,-24.07995,0.003,2014-11-14 00:00:00
18.67486667,-23.35728333,0.002,2014-11-14 00:00:00
18.69583333,-23.50483333,0.081,2014-11-14 00:00:00
18.79,-22.89833333,0.008,2014-11-14 00:00:00
19.005,-23.21166667,0,2014-11-14 00:00:00
19.0945,-23.16116667,0.01,2014-11-14 00:00:00
19.38455,-21.2648,0.014,2014-11-14 00:00:00
19.5065,-22.65305,0,2014-11-14 00:00:00
19.61972222,-21.37277778,0.01,2014-11-14 00:00:00
19.93901667,-22.13566667,0.022,2014-11-14 00:00:00
47.3321,-122.5804,0,2014-11-14 00:00:00
15.757,-96.117,0.001,2014-11-15 00:00:00
17.2434,-24.76586667,0.008,2014-11-15 00:00:00
17.27083333,-24.51181667,0.01,2014-11-15 00:00:00
17.45908333,-23.95976667,0.022,2014-11-15 00:00:00
17.82483333,-24.31583333,0.114,2014-11-15 00:00:00
26.3461,-80.0731,0.003,2014-11-15 00:00:00
47.3421,-122.776,0.002,2014-11-15 00:00:00
47.38,-122.6407,0.001,2014-11-15 00:00:00
-51.315,-60.2483,0.001,2014-11-17 00:00:00
16.88578333,-24.99123333,0,2014-11-17 00:00:00
16.89416667,-25.04266667,0.007,2014-11-19 00:00:00
16.3997,-28.74345,0.033,2014-11-20 00:00:00
16.68993333,-28.03765,0.004,2014-11-20 00:00:00
16.69333333,-28.22833333,0.02,2014-11-20 00:00:00
16.81666667,-27.82,0.015,2014-11-20 00:00:00
16.84816667,-28.2345,0.041,2014-11-20 00:00:00
-54.2844,-36.5065,0.001,2014-11-21 00:00:00
16,-32,0.004,2014-11-21 00:00:00
16.35,-31.3,0.004,2014-11-21 00:00:00
16.6144,-29.0109,0.012,2014-11-21 00:00:00
16.6525,-31.20533333,0.002,2014-11-21 00:00:00
16.75833333,-30.12333333,0.01,2014-11-21 00:00:00
16.8749,-32.3976,0.001,2014-11-21 00:00:00
16.88333333,-29.51666667,0.008,2014-11-21 00:00:00
17.09855,-29.98701667,0.004,2014-11-21 00:00:00
17.1,-29.97555556,0.002,2014-11-21 00:00:00
17.115,-31.35733333,0.045,2014-11-21 00:00:00
25.3,-18.93333333,0.013,2014-11-21 00:00:00
27.3182,-16.0608,0.021,2014-11-21 00:00:00
-54.057,-37.3321,0.006,2014-11-22 00:00:00
16.107,-32.279,0.009,2014-11-22 00:00:00
16.48548333,-31.88436667,0.001,2014-11-22 00:00:00
16.73098333,-34.88593333,0.02,2014-11-22 00:00:00
16.76166667,-33.645,0.005,2014-11-22 00:00:00
16.81666667,-33.56666667,0.001,2014-11-22 00:00:00
16.9637,-32.65483333,0.02,2014-11-22 00:00:00
17.04296667,-32.85393333,0.004,2014-11-22 00:00:00
17.39283333,-32.97816667,0.003,2014-11-22 00:00:00
38.5046,16.8681,0.007,2014-11-22 00:00:00
-15.4537,166.6706,0.013,2014-11-23 00:00:00
16,-38,0.005,2014-11-23 00:00:00
16.61071667,-33.55808333,0.002,2014-11-23 00:00:00
17.665,-35.24833333,0.012,2014-11-23 00:00:00
22.87673,-109.89605,0.003,2014-11-23 00:00:00
-0.7485,-90.313116,0.001,2014-11-24 00:00:00
13.254,-88.909,0.007,2014-11-24 00:00:00
15.58021667,-35.61666667,0.005,2014-11-24 00:00:00
16.29961667,-37.16975,0.005,2014-11-24 00:00:00
16.43333333,-37.83333333,0.005,2014-11-24 00:00:00
16.66666667,-40.45,0.002,2014-11-24 00:00:00
16.675,-37.515,0.007,2014-11-24 00:00:00
17.05566667,-39.71016667,0.028,2014-11-24 00:00:00
17.11355,-40.52743333,0.001,2014-11-24 00:00:00
17.12183333,-37.43333333,0.075,2014-11-24 00:00:00
17.18866667,-39.315,0,2014-11-24 00:00:00
18.77166667,-39.06333333,0.006,2014-11-24 00:00:00
25.61118333,-18.86296667,0.019,2014-11-24 00:00:00
28.12443333,-15.41548333,0.003,2014-11-24 00:00:00
15.93666667,-40.09333333,0.003,2014-11-25 00:00:00
16,-44,0.003,2014-11-25 00:00:00
16.16283333,-41.06683333,0,2014-11-25 00:00:00
16.38333333,-41.86666667,0.006,2014-11-25 00:00:00
16.4215,-42.66446667,0.038,2014-11-25 00:00:00
16.85586667,-40.45415,0.003,2014-11-25 00:00:00
16.97,-41.27,0.008,2014-11-25 00:00:00
17.44055556,-38.88944444,0.01,2014-11-25 00:00:00
21.6291,-23.7028,0.014,2014-11-25 00:00:00
25.44416667,-16.43998333,0.012,2014-11-25 00:00:00
26.36666667,-16.81666667,0.038,2014-11-25 00:00:00
26.43095,-17.0075,0.003,2014-11-25 00:00:00
26.75183333,-18.34233333,0.003,2014-11-25 00:00:00
27.09513333,-18.21898333,0.015,2014-11-25 00:00:00
27.1,-22.46,0.005,2014-11-25 00:00:00
15.59491667,-42.74123333,0.021,2014-11-26 00:00:00
15.87561667,-42.97908333,0.005,2014-11-26 00:00:00
16.49968333,-41.97786667,0,2014-11-26 00:00:00
17.01166667,-42.68833333,0.022,2014-11-26 00:00:00
23.51533333,-18.70628333,0.008,2014-11-26 00:00:00
24.591,-17.84916667,0.004,2014-11-26 00:00:00
24.72916667,-19.29683333,0.026,2014-11-26 00:00:00
25.01333333,-20.67301667,0.012,2014-11-26 00:00:00
25.08641667,-18.41376667,0.01,2014-11-26 00:00:00
25.10598333,-19.5708,0.022,2014-11-26 00:00:00
25.16646667,-17.83526667,0.01,2014-11-26 00:00:00
25.19,-18.60833333,0.008,2014-11-26 00:00:00
25.24573333,-21.11998333,0.006,2014-11-26 00:00:00
25.38,-18.59,0,2014-11-26 00:00:00
25.43483333,-19.10833333,0.024,2014-11-26 00:00:00
25.52366667,-20.86265,0.005,2014-11-26 00:00:00
25.63833333,-19.64,0.003,2014-11-26 00:00:00
25.65666667,-18.448,0.207,2014-11-26 00:00:00
25.75266667,-19.2615,0.006,2014-11-26 00:00:00
25.76488333,-20.52791667,0.016,2014-11-26 00:00:00
25.96663333,-19.90691667,0.009,2014-11-26 00:00:00
26.02833333,-20.27333333,0.006,2014-11-26 00:00:00
26.11883333,-19.35183333,0.005,2014-11-26 00:00:00
26.27,-21.49,0.001,2014-11-26 00:00:00
26.34333333,-20.96333333,0.019,2014-11-26 00:00:00
26.34421667,-20.01081667,0.034,2014-11-26 00:00:00
26.35166667,-18.7,0.018,2014-11-26 00:00:00
26.47348333,-18.52875,0,2014-11-26 00:00:00
26.63833333,-21.39166667,0.034,2014-11-26 00:00:00
27.21666667,-32.11666667,0.008,2014-11-26 00:00:00
47.803319,-122.676269,0,2014-11-26 00:00:00
15.26666667,-50.6,0.003,2014-11-27 00:00:00
15.44721667,-44.96908333,0.01,2014-11-27 00:00:00
15.75,-48.27,0.003,2014-11-27 00:00:00
15.88265,-44.42756667,0.003,2014-11-27 00:00:00
15.89071667,-43.10345,0.004,2014-11-27 00:00:00
15.98,-45.2,0.005,2014-11-27 00:00:00
16.154,-47.87966667,0.06,2014-11-27 00:00:00
16.4895,-47.21433333,0.002,2014-11-27 00:00:00
17.02881667,-46.42858333,0.023,2014-11-27 00:00:00
23.35,-21.67166667,0.001,2014-11-27 00:00:00
23.72383333,-21.22766667,0.002,2014-11-27 00:00:00
23.783563,-22.70022,0.06,2014-11-27 00:00:00
23.8825,-21.5175,0.013,2014-11-27 00:00:00
24.23166667,-21.22166667,0.033,2014-11-27 00:00:00
24.25666667,-20.63,0.006,2014-11-27 00:00:00
24.28333333,-22.1,0.015,2014-11-27 00:00:00
24.44478,-110.38126,0.002,2014-11-27 00:00:00
24.44633,-110.37154,0.003,2014-11-27 00:00:00
24.51166667,-25.93833333,0.012,2014-11-27 00:00:00
24.53375,-24.49555,0.01,2014-11-27 00:00:00
24.58333333,-21.65,0.021,2014-11-27 00:00:00
25.27583333,-23,0.014,2014-11-27 00:00:00
25.4415,-23.65051667,0.005,2014-11-27 00:00:00
25.60635,-23.66961667,0.004,2014-11-27 00:00:00
26.41483333,-25.07,0.006,2014-11-27 00:00:00
-17.75,168.3,0,2014-11-28 00:00:00
14.31541667,-59.53811667,0.035,2014-11-28 00:00:00
14.89611667,-50.92618333,0.002,2014-11-28 00:00:00
15.50336667,-52.455,0.002,2014-11-28 00:00:00
15.52,-48.025,0.004,2014-11-28 00:00:00
15.58333333,-49.28333333,0.003,2014-11-28 00:00:00
15.63326667,-51.03251667,0.068,2014-11-28 00:00:00
15.93333333,-45.66666667,0.003,2014-11-28 00:00:00
16.23198333,-49.0303,0.006,2014-11-28 00:00:00
17.23833333,-48.91,0.004,2014-11-28 00:00:00
20.73105,-23.63223333,0.011,2014-11-28 00:00:00
21.22466667,-22.70683333,0.008,2014-11-28 00:00:00
22.49483333,-29.73416667,0.025,2014-11-28 00:00:00
23.29866667,-27.369,0.024,2014-11-28 00:00:00
23.36666667,-28.18333333,0.004,2014-11-28 00:00:00
24.99333,-26.21167,0.024,2014-11-28 00:00:00
37.533,5.7742,0.01,2014-11-28 00:00:00
14.46568333,-50.56018333,0.143,2014-11-29 00:00:00
15.1565,-51.1475,0,2014-11-29 00:00:00
15.18671667,-54.71373333,0.004,2014-11-29 00:00:00
15.31983333,-50.41816667,0.002,2014-11-29 00:00:00
16.03,-49.88166667,0.033,2014-11-29 00:00:00
16.24183333,-48.62333333,0.037,2014-11-29 00:00:00
16.33583333,-48.56055556,0.004,2014-11-29 00:00:00
18.83333333,-23.48333333,0.013,2014-11-29 00:00:00
19.136,-96.1015,0.001,2014-11-29 00:00:00
19.80616667,-25.21366667,0.165,2014-11-29 00:00:00
19.90383333,-24.992,0.243,2014-11-29 00:00:00
20.04595,-22.34128333,0.075,2014-11-29 00:00:00
20.12353333,-27.66526667,0.013,2014-11-29 00:00:00
20.20356667,-22.165,0.058,2014-11-29 00:00:00
20.37431667,-26.70003333,0.011,2014-11-29 00:00:00
20.673,-25.32733333,0.006,2014-11-29 00:00:00
20.8727,-34.7584,0.01,2014-11-29 00:00:00
20.93083333,-27.19516667,0.002,2014-11-29 00:00:00
21.14333333,-27.36166667,0.004,2014-11-29 00:00:00
21.17388333,-26.61033333,0.003,2014-11-29 00:00:00
21.2261,-24.5003,0.002,2014-11-29 00:00:00
21.27033333,-27.4669,0,2014-11-29 00:00:00
21.318,-28.0175,0.015,2014-11-29 00:00:00
21.46666667,-25.26666667,0.002,2014-11-29 00:00:00
21.48168333,-32.70376667,0.006,2014-11-29 00:00:00
21.72466667,-27.03566667,0.016,2014-11-29 00:00:00
21.8869,-29.55528333,0.007,2014-11-29 00:00:00
21.945,-26.34833333,0.005,2014-11-29 00:00:00
21.99245,-28.50413333,0.013,2014-11-29 00:00:00
22.2,-26.18,0.003,2014-11-29 00:00:00
22.375,-28.42333333,0,2014-11-29 00:00:00
22.38333333,-29.5,0.05,2014-11-29 00:00:00
22.51266667,-26.7275,0.004,2014-11-29 00:00:00
22.57166667,-25.13333333,0.119,2014-11-29 00:00:00
22.59148333,-31.70966667,0.008,2014-11-29 00:00:00
22.78333333,-32.48666667,0.036,2014-11-29 00:00:00
23.00553333,-29.57468333,0.007,2014-11-29 00:00:00
23.07576667,-30.05313333,0.008,2014-11-29 00:00:00
