Average Microplastic,Year,Average of Merge1.Production,MP_Change,Yield_change,Average of distance,zone
82.62000000000012,2013,3039.8843921568705,0,0,3.1547674822666365,31
0.11200000000000004,2013,6057.1927857142855,0,0,16.638684083010183,41
0.4800000000000003,2013,7633.041666666667,0.2612295411489282,-0.1554379478939663,56.47907234116062,67
1.2719999999999985,2013,3939.7349433962268,-0.9993590141608769,-0.3324521100722052,21.74583516333463,77
0.4760000000000003,2013,75932.05964285714,0,0,24.708612678041803,87
6.8969999999999905,2014,8357.421052631578,5.281420765027317,-0.1479361380932054,11.47347122681099,21
6.233,2014,10849.280236162364,0,0,9.018663782492908,27
741.4379999999975,2014,3228.352392156863,7.974074074074031,0.06199841036266186,6.601958759188901,31
375.8160000000006,2014,1165.3991666666666,0,0,10.357178277529329,34
16.932999999999982,2014,2946.2941846689882,0,0,3.903606826864219,37
0.9380000000000003,2014,6275.295071428572,7.375,0.036007156025919154,16.466895450635256,41
1.4190000000000005,2014,545.6472727272727,0,0,12.566215850222605,47
202.17600000000002,2014,149934.0092606837,0,0,19.03566323615418,61
3.553499999999996,2014,7400.217391304348,6.403124999999987,-0.030502162247987945,47.18840468274056,67
194.67000000000002,2014,60446.40515210349,0,0,17.373456732950302,71
45.65699999459993,2014,5051.431722222225,34.89386792028301,0.2821755257138356,21.235741158955257,77
0.020000000000000004,2014,12219.585000000001,0,0,8.47094289464414,81
,2014,,-1,-1,,87
16.719999999999928,2015,8879.5,1.424242424242413,0.062468905668457364,11.038750420080497,21
27.719999999999988,2015,11237.541780303023,3.4472966468795105,0.03578684813085677,6.3938282399003405,27
110.99999999999993,2015,2715.4671999999964,-0.8502909211559155,-0.1588690235312905,4.884479579656762,31
13.805999999999987,2015,1645.5222222222221,-0.9632639376716267,0.4119816362395622,3.3204320752667016,34
0.534,2015,3418.5645692883895,-0.9684639461406721,0.160293017267879,7.837644940518017,37
2.027999999999991,2015,7104.995384615387,1.1620469083155551,0.1322169401984684,15.281453608566704,41
,2015,,-1,-1,,47
69.36299999999999,2015,4100.378396825394,0,0,31.355773646367116,51
0.405,2015,15308.050938271606,0,0,6.475073341036795,57
,2015,,-1,-1,,61
3.7484999999999706,2015,10975.714285714286,0.054875474883910154,0.48316106208060033,48.640891998511975,67
2.601,2015,69539.48799653984,-0.9866389274156264,0.15043215260783407,5.056810954822908,71
14.209999999999955,2015,7119.360306122447,-0.6887662351516605,0.40937474712426675,19.690999425051597,77
0.018000000000000002,2015,11613.52777777778,-0.10000000000000007,-0.04959720172348093,3.6000485745585036,81
1.0200000000000007,2015,77834.72866666668,0,0,25.623569838104064,87
6.299999999999985,2016,10530.833333333334,-0.623205741626795,0.18597143232539376,17.193008506490283,21
13.969999999999995,2016,11412.76606299213,-0.49603174603174605,0.0155927591740955,10.2222295126489,27
58.183999999999976,2016,2900.4334642857248,-0.4758198198198197,0.06811581605026391,2.7622224988144817,31
,2016,,-1,-1,,34
7.811999999999999,2016,3855.5411388888892,13.629213483146065,0.12782457687831855,5.591546005596031,37
,2016,,-1,-1,,41
0.8060000000000006,2016,3575.6087580645153,-0.9883799720311982,-0.12798078322897358,18.407104983457177,51
16.748,2016,15428.73210126582,40.35308641975308,0.007883509369079673,11.770466892449129,57
12.600000000000001,2016,183729.10424761893,0,0,24.88627802139101,61
1.195999999999995,2016,9835.391304347826,-0.6809390422835814,-0.10389510438064846,46.63493829892995,67
37.943999999999996,2016,73172.44525089602,13.588235294117645,0.052243083160706694,7.493644292523844,71
3.457999999999979,2016,8987.707153846186,-0.75665024630542,0.2624318432257202,19.242509635792935,77
0,2016,15387.01,-1,0.32492127236675605,3.604913057586679,81
1.1099999999999968,2016,74664.38233333333,0.08823529411764364,-0.040731770864270704,17.89148129421697,87
,2017,,-1,-1,,21
16483.692715017,2017,12143.799943661968,1178.9350547614176,0.06405404935446334,2.435385181818316,27
,2017,,-1,-1,,31
2638.4379763461993,2017,1313.21289473684,0,0,8.37024924997803,34
7217.496997200015,2017,5754.534985221675,922.8987451612924,0.4925362686909491,5.563159266294552,37
446.12285317179993,2017,4482.9794999999995,0,0,16.169864383833524,41
250.90510055839994,2017,635.815,0,0,12.561678285625058,47
552.0638197800004,2017,4215.971000000002,683.9427044416873,0.17909180932930605,26.02584070000029,51
5526.909087060023,2017,17530.620548780487,329.0041250931469,0.1362320917700168,11.187407027661774,57
0,2017,187784.2628211005,-1,0.022071400119690446,22.768857107026268,61
,2017,,-1,-1,,67
,2017,,-1,-1,,71
,2017,,-1,-1,,77
,2017,,0,-1,,81
0.3080000000000002,2017,91726.86810714293,-0.7225225225225225,0.22852242582862956,24.072543917052524,87
1180.6863622532992,2018,8802.42857142857,0,0,6.6308756080559945,21
44654.26542351346,2018,13916.919407216497,1.7089964727886766,0.14601026629065514,8.221624631776793,27
2713.6468470417,2018,3692.039156862742,0,0,6.32342996585839,31
,2018,,-1,-1,,34
,2018,,-1,-1,,37
1596.3646204152012,2018,5059.698166666664,2.5783072063345926,0.1286462868426378,13.941014142955664,41
,2018,,-1,-1,,47
,2018,,-1,-1,,51
,2018,,-1,-1,,57
35227.184499564,2018,212247.26447738693,0,0.13027184114779797,16.395521927936368,61
46504.736132311904,2018,71051.50055244759,0,0,23.86357074285928,71
472.83999673039995,2018,15106.08249999999,0,0,9.798782634868285,81
256.2436116396002,2018,106746.57423076921,830.9597780506494,0.1637438019368795,35.430843862237296,87
