Average Microplastic,Cancer cases,Fish BalanaceSheet.Country (Name),Year,Consumption
1.2,128015.48112695999,Myanmar,2015,38363867.550000004
61.056,716203.7377246082,Myanmar,2016,222759827.63999993
19411.58313504,356375.96778067213,Myanmar,2017,107287054.97999996
30.96,576697.1037155995,Namibia,2014,1766171.249999983
6021.722413401599,630334.85799168,Namibia,2017,1334292.8000000017
6.623999999999999,781512.9943985279,Netherlands,2014,17898899.760000013
35.27999999999999,3055175.9666736,Netherlands,2015,49256230.80000003
18.479999999999983,2310191.7347376184,Netherlands,2016,35852121.900000036
26002.444846224,306592.231987104,Netherlands,2017,4588551.100000003
0.48000000000000004,204272.66283119997,New Zealand,2014,893572.9
0.48000000000000004,204563.04691656,New Zealand,2015,853013.4
0,205335.54546840003,New Zealand,2016,783398.0499999996
7.3728,1568374.9716211185,Nicaragua,2001,4247982.24
33.26131199999997,3422517.9292171155,Nicaragua,2002,8928079.28
33.12585600000003,3912038.46092717,Nicaragua,2003,7038657
131.55763199999996,3376891.7284018556,Nicaragua,2004,6138198.8
0,2851896.684636577,Nicaragua,2005,8442210.099999998
0,1696884.3346910388,Nicaragua,2006,6560694.36
0,1768655.3516454727,Nicaragua,2007,5379891.880000001
0,1376028.187553279,Nicaragua,2008,4961097.600000001
0,2570683.2993216,Nicaragua,2009,11808309
0,1448293.4507832967,Nicaragua,2010,6565754.280000001
0,3391964.3658048,Nicaragua,2011,13172016
3968.8864320000057,4787710.300747686,Nicaragua,2012,18276633.400000006
2.3040000000000007,34166.77887148801,Nicaragua,2013,139056.96000000002
81.16799999040003,901095.208720512,Nicaragua,2014,4452689.280000003
13.920000000000002,459181.00050220813,Nicaragua,2015,2022609.4199999995
3.1920000000000006,565572.910354704,Nicaragua,2016,2296256.829999999
6665.527519190401,101658.28322899199,Nigeria,2017,24364541.459999997
13.248000000000001,2088008.7561503998,Norway,2014,65961864.72000004
60.480000000000004,6828761.159262719,Norway,2015,260904300.00000027
31.68,5095414.642023359,Norway,2016,168654785.39999938
44575.619736384004,678288.247610112,Norway,2017,25057366.79999999
52.848,1513169.108968368,Oman,2015,45023732.33999997
0.6240000000000004,5749.284655439999,Oman,2016,192530.05
441.6510558239996,269751.00894638395,Oman,2017,14595406.319999998
52.84800000000001,2294678.9539824,Pakistan,2015,126405784.0999999
0.6240000000000004,8945.930448191995,Pakistan,2016,521029.77
441.6510558239996,420169.93962744006,Pakistan,2017,22429294.410000023
2.1239999999999988,40510.18873641582,Palestine,2014,79161.35999999999
0.07200000000000005,5067.929244852003,Palestine,2015,10808.16
1.116,15155.741190275992,Palestine,2016,38398.92
2559.9004127999983,10235.192511312,Palestine,2017,25621.859999999997
68.39990399999986,1248090.1311322085,Panama,1990,21024714.689999998
82.76930400000008,3392551.1106009604,Panama,1991,72756116.4
139.74232800000007,5147859.164094234,Panama,1992,112380543.74
129.026568,4707954.912201408,Panama,1993,106270471.79
57.199943999999945,4112604.598493858,Panama,1994,93905221.66999999
126.07675199999987,4896973.230437808,Panama,1995,117875190.35999998
382.91116800000094,6614346.6865632,Panama,1996,115288410.38
354.9420000048031,5955144.641321378,Panama,1997,103924363.45999998
185.11572000000018,7343754.823789433,Panama,1998,152340141.99999994
297.8452800000012,5929487.208055243,Panama,1999,65083738.02000002
431.5966080000011,8007377.946124029,Panama,2000,170054852.52000004
299.2472400000009,6891555.997870649,Panama,2001,175726814.48000002
163.5043920000001,5190910.78095274,Panama,2002,120460339.43999994
197.3681279999999,5722122.802901567,Panama,2003,104800513.02000001
131.68104000000017,4886451.266206847,Panama,2004,78671825.52
282.19262400000054,5519750.288825377,Panama,2005,109787761.47999999
68.61924000000006,3671973.6575427838,Panama,2006,73819399.80000001
352.4865600000016,10150226.747503197,Panama,2007,162482071.5
74.34585599999994,5765688.376968386,Panama,2008,85699146.60000001
0,1273298.4944712,Panama,2009,20787187.5
0,731677.2201407996,Panama,2010,12270025.06
0,1729940.6610432002,Panama,2011,32772878
1984.443216000002,2477492.4258429124,Panama,2012,53980780.02
156.67200000000005,626374.5712862401,Panama,2013,14892981.6
1436.2319999952042,18400950.261019755,Panama,2014,337731347.8999994
227.03999999999994,2931776.427754945,Panama,2015,47326132.44000001
102.93599999999992,3157234.784972736,Panama,2016,50367473.33999988
151.2,703582.2126835198,Papua New Guinea,2014,17331774.40000001
2.16,219333.3939228,Papua New Guinea,2015,4573636.75
32.64,743241.1459713602,Papua New Guinea,2016,20934296.39999999
1.08864,2605844.0088331206,Peru,2001,2564854112.7000003
5.712,175622.956116048,Peru,2013,115204014.44999997
13.056000000000001,806931.11340288,Peru,2015,421227209.2799995
14.208000000000002,1237770.9793036801,Peru,2016,518852793.6000004
4.224,631080.530987904,Peru,2017,282751253.28
1602.7199999999991,6427640.305375484,Philippines,2014,2530367051.6800103
22.464000000000002,2013942.0800179201,Philippines,2015,793867479.5999941
352.51199999999943,7094258.1640984425,Philippines,2016,2724819699.240001
28.704,2223945.460930752,Portugal,2014,89394915.47999981
136.07999999999998,7669703.537818565,Portugal,2015,303754779.00000006
71.28000000000002,5991869.8679616,Portugal,2016,252813652.1999998
81721.969516704,674672.4251836799,Portugal,2017,27533141.679999996
68.39990399999986,1566323.1471871196,Puerto Rico,1990,331982
82.76930400000013,4350633.842079361,Puerto Rico,1991,1037080
139.74232799999993,6484205.397879369,Puerto Rico,1992,1505180
129.0265680000001,5915745.98837443,Puerto Rico,1993,1349082
57.199944,5120681.744169989,Puerto Rico,1994,1387534
504.3070079999985,24696756.446011156,Puerto Rico,1995,9114996
1531.6446720000035,33440350.004285898,Puerto Rico,1996,9997624
1419.7680000192072,28496430.840072643,Puerto Rico,1997,10362220
555.3471600000006,27223582.349764757,Puerto Rico,1998,10188420
1191.381120000005,29314496.253100403,Puerto Rico,1999,11228324
1726.3864320000355,39762744.946775414,Puerto Rico,2000,21669312
1182.2433600000184,31028592.42897514,Puerto Rico,2001,16174548
587.4949440000005,17478473.949510142,Puerto Rico,2002,6273504
723.2208000000005,18806598.908553008,Puerto Rico,2003,7420140
263.6088959999996,16372566.198967714,Puerto Rico,2004,5926440
1128.7704960000062,20911541.573044013,Puerto Rico,2005,7808352
274.4769600000002,13979735.469178762,Puerto Rico,2006,4194976
704.9731200000211,23238310.856107775,Puerto Rico,2007,5313136
74.34585599999997,5530838.347218624,Puerto Rico,2008,1302140
155.52000000000012,714284.8108464001,Puerto Rico,2013,137496
1395.6479999999995,20728408.554408092,Puerto Rico,2014,4124922
213.12000000000006,2758246.035111359,Puerto Rico,2015,585360
99.74399999999994,2971551.4070457597,Puerto Rico,2016,537880
105.69600000000005,4429947.38848886,Qatar,2015,32612662.640000097
1.2479999999999989,17027.673957696003,Qatar,2016,132639.42
883.3021116479993,800084.8422131519,Qatar,2017,5706132.759999982
11.328000000000003,447805.8252503041,Romania,2014,4346195.52
0.19200000000000014,27981.774183072026,Romania,2015,290952.36
2.976,84861.86123231999,Romania,2016,910422.6599999999
68.39990399999994,1686209.0389737596,Saint Lucia,1990,412430.47999999986
82.76930400000025,4645410.583313283,Saint Lucia,1991,1269122.8
139.742328,6860202.398854567,Saint Lucia,1992,1939750.66
129.02656799999997,6089071.267524002,Saint Lucia,1993,1971077.3599999999
57.19994400000005,5366839.060303733,Saint Lucia,1994,1760468.12
126.07675199999981,6267707.113296098,Saint Lucia,1995,2032868.5799999998
382.9111680000013,8481460.047755133,Saint Lucia,1996,3130512.06
354.9420000048031,7425991.950149811,Saint Lucia,1997,2625557.37
185.11572000000047,9024582.001898874,Saint Lucia,1998,3600157.8000000007
595.690560000002,14761647.873991106,Saint Lucia,1999,6564419.88
431.5966080000016,9821708.31341548,Saint Lucia,2000,4405259.46
591.1216800000018,14801306.429400163,Saint Lucia,2001,6769776
293.747472,8618771.49738777,Saint Lucia,2002,3990993.2800000003
361.6103999999998,9228535.616291618,Saint Lucia,2003,4500971.760000001
131.80444800000018,7943859.269910724,Saint Lucia,2004,4582336.2
564.3852480000006,10123781.86437523,Saint Lucia,2005,7013365.16
137.23848000000018,6916640.52154166,Saint Lucia,2006,3745781.96
352.48656000000364,11159319.333611527,Saint Lucia,2007,6361396.16
74.345856,5167447.542520312,Saint Lucia,2008,2985783.4399999995
155.51999999999998,715340.9905858561,Saint Lucia,2013,299689.60000000003
1395.6479999999988,21121957.266779788,Saint Lucia,2014,11962571.7
106.55999999999996,1448514.4434904796,Saint Lucia,2015,804047.8499999999
49.871999999999986,1511746.2972998396,Saint Lucia,2016,805351.4000000004
22.118399999999998,4212704.004195451,Samoa,2001,7998645.599999998
99.7839359999999,8979282.496234654,Samoa,2002,19978784.099999998
99.37756800000011,10056049.765780613,Samoa,2003,25600778.28
65.77881600000015,1420272.939872256,Samoa,2004,2552165.0599999996
0,1185084.2120300638,Samoa,2005,1956146.7000000002
0,727085.288562336,Samoa,2006,1530214.29
0,4678859.752496927,Samoa,2007,10515807.66
0,7495577.721031683,Samoa,2008,17596156.799999997
0,7232898.938241599,Samoa,2009,13816629
0,4198422.842618686,Samoa,2010,8119389
0,9746869.123699196,Samoa,2011,18267372
11906.659296000002,13609262.662192222,Samoa,2012,28609059.6
9.216000000000001,127464.68789222398,Samoa,2013,208463.03999999998
284.08799996640005,2859100.734077951,Samoa,2014,4856506.199999997
422.78399999999806,15106521.10991242,Saudi Arabia,2015,760239430.5600001
4.367999999999999,52039.357558944,Saudi Arabia,2016,2710508.220000001
3091.557390768,2455616.249862047,Saudi Arabia,2017,123457552.68000002
4509.792000000005,38822618.04544683,Senegal,2014,1546176793.5599964
147.26399999999998,3384971.9561656313,Senegal,2015,110654848.63999997
19996.5825575712,318815.65025654406,Senegal,2017,12436579.259999998
105.69600000000003,6609420.387918334,Seychelles,2015,22422957.020000085
0.6240000000000004,13038.56761631999,Seychelles,2016,23538.37999999999
883.3021116480002,1240591.7863197117,Seychelles,2017,5370863.90000001
2782.080000000011,14578539.40468545,Singapore,2014,418268005.1199988
32.83199999999996,3732646.5018815966,Singapore,2015,104812853.99999997
496.12800000000124,12488696.009791998,Singapore,2016,361333911.31999964
11.328000000000001,524015.377999872,Slovenia,2014,739881.9200000002
0.2880000000000001,50220.43404407998,Slovenia,2015,69992.76
4.464,147668.026561056,Slovenia,2016,213682.05000000002
5119.8008255999985,48837.453025535986,Slovenia,2017,74591.25
30.239999999999988,125582.70428620801,Solomon Islands,2014,589862.8800000001
0.43200000000000033,39271.95774792002,Solomon Islands,2015,166387.55000000002
6.527999999999993,133402.486870272,Solomon Islands,2016,418734.30999999994
37.152,1081319.99967792,South Africa,2014,62706323.69999993
6021.722413401598,1006414.7822400001,South Africa,2017,51436413.59999992
10843.487999999938,228690769.81329137,Spain,2014,28834641170.919884
990.5279999999998,61945741.02638884,Spain,2015,7595771106.900014
411.69599999999934,33712434.713716574,Spain,2016,4097117414.9399977
477286.814853956,6551991.51818402,Spain,2017,818483892.3999983
2.88,213102.827850816,Sri Lanka,2015,26121835.079999976
132.2879999999999,1086257.5258254714,Sri Lanka,2016,133495842.48000008
25882.11084672,335163.714259584,Sri Lanka,2017,39012889.44000002
59.849915999999915,1018967.7306544265,Suriname,1990,947993.76
72.42314100000006,2791122.83315712,Suriname,1991,3164480
122.27453700000001,4122442.721452357,Suriname,1992,6547978.74
112.89824699999996,3760220.527857526,Suriname,1993,4708714.5
50.04995100000008,3239908.482478712,Suriname,1994,4092813.01
110.3171579999999,3717170.4854688994,Suriname,1995,4689590.220000001
335.04727200000025,5031861.821726377,Suriname,1996,8672705.080000002
310.57425000420034,4458023.378828419,Suriname,1997,4433019.580000002
323.95250999999973,11158717.396145768,Suriname,1998,30194634.4
521.2292400000035,9524177.442283815,Suriname,1999,11949281.079999998
755.2940640000031,13161080.586880282,Suriname,2000,17502722.159999996
517.2314700000024,10242689.130932095,Suriname,2001,18746351.520000003
257.02903799999996,5964861.572670341,Suriname,2002,19232741.759999994
158.2045499999999,3207999.0991305644,Suriname,2003,11980758.27
57.66444599999992,2769846.547824726,Suriname,2004,9059637.6
246.91854600000053,3536794.0843628864,Suriname,2005,10955016.06
120.08366999999993,4807454.829985664,Suriname,2006,14437518.099999996
308.42573999999996,7918094.955841387,Suriname,2007,24369313.2
65.05262400000007,3730272.396911932,Suriname,2008,4892907.640000001
136.08000000000007,496508.421646776,Suriname,2013,1517291.4800000004
1221.1920000000016,14745915.007461064,Suriname,2014,42091204.560000025
186.47999999999996,2038699.742330161,Suriname,2015,7132716.900000004
87.27599999999998,2123734.76683032,Suriname,2016,7870528.400000008
4.416,446811.449859072,Sweden,2014,8945400
15.12,1107508.04573472,Sweden,2015,21431763.599999987
10.559999999999995,1096988.7844540803,Sweden,2016,21285884.39999998
11143.904934096001,109591.97358556799,Sweden,2017,1974181.5599999996
695.5200000000002,2872269.2769024014,Thailand,2014,767978798.8799986
13.296000000000003,1224829.5227085599,Thailand,2015,324779483.4099996
273.02400000000017,4267086.5441710055,Thailand,2016,1223430918.3200006
45293.69398175999,781900.0312804797,Thailand,2017,250881189.71999982
22.118399999999994,6689777.363756922,Tonga,2001,3370870.8
99.7839360000001,14276829.63862712,Tonga,2002,4292394.180000001
99.37756800000031,15963425.63360697,Tonga,2003,5053323.839999999
394.6728960000009,13481365.03758547,Tonga,2004,2380391.6399999997
0,11234802.985728186,Tonga,2005,2247580.92
0,7983687.667996655,Tonga,2006,1426006.89
0,7134302.567368803,Tonga,2007,2072864.7000000002
0,14746725.040496632,Tonga,2008,4372966.4
0,6920715.680726404,Tonga,2009,2125518
0,3997801.740110591,Tonga,2010,998191.6799999999
0,9308899.735103998,Tonga,2011,2470296
5953.329648000019,9822492.48511728,Tonga,2012,1693039.05
4.6080000000000005,93321.042843648,Tonga,2013,18617.84
121.75199998560011,1822137.9437064962,Tonga,2014,263641.55999999994
55.68000000000001,2525626.6976378867,Tonga,2015,437706.72000000003
6.384000000000001,1567251.906632928,Tonga,2016,281630.48000000004
42.48,814055.81007744,Tunisia,2014,18335805.60000001
1.44,103278.94780535999,Tunisia,2015,2166651.0000000005
13.392,188497.335978432,Tunisia,2016,4062351.419999999
10239.601651199999,42299.542047744006,Tunisia,2017,884108.3400000001
39.64800000000001,1147681.789599744,Turkey,2014,52723247.359999955
1.344,141877.707769728,Turkey,2015,8802395.699999996
20.832,422926.86712550395,Turkey,2016,20134241.400000013
25599.004128,151403.60405088,Turkey,2017,7970458.650000002
22.656000000000006,991312.9943070717,Ukraine,2014,36550441.59999999
0.19200000000000006,36408.358855968,Ukraine,2015,834105.1000000001
317.08800000000053,16721443.951645631,United Arab Emirates,2015,466666994.1599996
4.367999999999999,76073.873816304,United Arab Emirates,2016,2240865.6900000004
3091.557390768,3577704.647368992,United Arab Emirates,2017,108322003.08999997
24.287999999999993,3174924.0469034873,United Kingdom,2014,165275774.40000048
110.88000000000002,10684951.746099845,United Kingdom,2015,538271505.1999996
55.44000000000001,7718069.430197279,United Kingdom,2016,416764048.0499997
55719.52467048001,736320.0762676799,United Kingdom,2017,37521416.09999986
0.3840000000000003,14347.965245136,Uruguay,2013,27859.40000000001
3.2159999999999997,199094.590614528,Uruguay,2014,361396
60.479999999999976,351517.8616673281,Vanuatu,2014,998817.9199999999
0.4320000000000003,54832.69214904,Vanuatu,2015,192704.40000000002
6.527999999999999,185779.575109248,Vanuatu,2016,325035.4099999999
46.24200000000001,1285321.6247851555,Yemen,2015,35006283.54000002
0.5460000000000004,5007.876032796002,Yemen,2016,114782.15
386.4446738459996,235714.85313066727,Yemen,2017,4362766.539999997
