Average Microplastic,Cancer cases,Fish BalanaceSheet.Country (Name),Year,Consumption
1148.733504000006,29192507.43549753,Colombia,1996,433327410.36000013
1064.8260000144126,24999979.35326904,Colombia,1997,433190666.82
555.3471599999995,30422855.09197732,Colombia,1998,527539643.4
595.6905600000101,16847831.218422815,Colombia,1999,228151001.94
863.1932160000022,22750693.8139192,Colombia,2000,353439287.88000023
591.4845600000019,18616800.45900824,Colombia,2001,335291788.64000005
293.7474719999998,10162807.457006587,Colombia,2002,178915644.64000002
180.80520000000024,5181883.704175679,Colombia,2003,103876039.29
65.90222400000002,4364493.513045122,Colombia,2004,86052575.69999999
282.1926240000003,5433507.575032464,Colombia,2005,122840816.02000003
68.61924,3681655.797217152,Colombia,2006,88052394.59000005
176.24328000000042,5958624.860777085,Colombia,2007,149589537.08
37.17292800000001,2800080.35149008,Colombia,2008,65243593.7
155.51999999999995,711905.913597504,Colombia,2013,22070887.159999996
1395.6480000000029,20762412.013495576,Colombia,2014,698702206.8000014
106.56000000000071,1422436.2795079174,Colombia,2015,47308496.849999994
99.744,2980076.7010560003,Colombia,2016,97984535.60000004
7.372800000000001,2132060.991723265,Costa Rica,2001,2388312.64
33.261311999999954,4582504.3254554905,Costa Rica,2002,9825398.140000002
33.12585600000002,5239643.620434429,Costa Rica,2003,13050473.960000006
131.557632,4519873.057741052,Costa Rica,2004,12888638.319999997
0,7419250.947390531,Costa Rica,2005,19069793.799999997
0,4619659.10289523,Costa Rica,2006,13369708.44
0,4526655.7658037115,Costa Rica,2007,16986080.2
0,7256399.898685443,Costa Rica,2008,30254911.999999996
0,7042641.472367997,Costa Rica,2009,29739888
0,4327592.1575831035,Costa Rica,2010,16780065.44
0,10006643.618995195,Costa Rica,2011,45468464
7937.772864000025,14144607.749310533,Costa Rica,2012,55225795.480000004
4.6080000000000005,101594.15222208,Costa Rica,2013,442259.44
162.33599998079998,2646188.7712166416,Costa Rica,2014,14807305.759999994
55.68,2815347.4066897924,Costa Rica,2015,16830188.640000004
12.767999999999999,3646103.5327468803,Costa Rica,2016,23261668.35999998
39.647999999999996,2061947.1838855683,Croatia,2014,8625392.160000026
0.96,189016.58718816,Croatia,2015,715338.5000000009
13.392,484247.99421057594,Croatia,2016,1941757.9199999983
11946.2019264,122659.330191216,Croatia,2017,551254.76
68.39990399999996,1905051.9467881434,Cuba,1990,35238949.05999999
82.76930400000003,5226588.792480001,Cuba,1991,74392058.39999999
139.7423279999998,7738930.479320643,Cuba,1992,88434176.46000001
129.02656799999997,6963133.952177757,Cuba,1993,87097216.15000004
57.199943999999995,6076340.0269807195,Cuba,1994,68376947.64999999
126.07675199999983,7090119.476508819,Cuba,1995,90207834.3
765.8223360000009,19003544.7460785,Cuba,1996,239208871.20000002
709.8840000096027,16430181.067291833,Cuba,1997,190350550.76000032
555.3471599999984,30621058.83647989,Cuba,1998,340158706.79999995
893.5358400000026,25682633.23614057,Cuba,1999,236621677.23000005
1294.7898240000134,34791455.441342816,Cuba,2000,368251584.11999995
886.6825200000033,27006437.569164798,Cuba,2001,257004186.65999997
440.62120800000037,15225041.312848572,Cuba,2002,92753260.56
542.4155999999994,16661836.871382969,Cuba,2003,129471440.75999999
263.60889599999854,19511246.18199745,Cuba,2004,170437706.39999998
1128.7704960000015,25701827.367033776,Cuba,2005,191096481.12000003
274.47695999999945,17093262.454054456,Cuba,2006,106855542.12000002
704.9731200000014,28150057.17808053,Cuba,2007,222660052.32000002
148.69171199999985,13249586.81271936,Cuba,2008,109964020.00000001
311.03999999999985,1743741.229602815,Cuba,2013,8589645.760000002
2791.296000000001,51353674.110126175,Cuba,2014,282009855.1200006
426.24000000000024,7196340.556681923,Cuba,2015,41895851.40000001
199.48799999999997,7577908.571761923,Cuba,2016,39677153.60000002
16.992,736611.3905840642,Cyprus,2014,1338241.92
0.5760000000000001,93091.29653347199,Cyprus,2015,164083.2
10.416,328389.920114256,Cyprus,2016,593180.9100000001
6826.4011008,63722.218830912,Cyprus,2017,121475.60000000002
12.144,1440922.511185344,Denmark,2014,39021716.58
40.32000000000001,3492408.7462118394,Denmark,2015,119206729.60000001
18.48,2331229.4845862403,Denmark,2016,60258197.99999994
29717.079824256,358681.460193792,Denmark,2017,13625474.080000008
68.39990399999994,899589.4849986231,Dominican Republic,1990,10006615.29
165.53860800000103,4959030.2454950325,Dominican Republic,1991,40437408
279.4846560000022,7421574.823348411,Dominican Republic,1992,57312396.48000001
258.0531360000006,6756866.814855353,Dominican Republic,1993,62328599.34
171.5998320000001,9256008.698389303,Dominican Republic,1994,103176641.40000002
378.23025600000057,11240568.632356288,Dominican Republic,1995,110162475.72
1148.7335040000066,15659069.331686987,Dominican Republic,1996,141618995.7
709.8840000096094,9374730.421865381,Dominican Republic,1997,93816362.32
185.11572000000007,5818960.531208645,Dominican Republic,1998,52535198.39999999
297.8452800000006,4872136.6680605775,Dominican Republic,1999,47130840.08
863.1932160000105,13050161.886875916,Dominican Republic,2000,153046355.27999997
591.1216800000044,9978998.14422203,Dominican Republic,2001,119957570.45999993
293.74747199999945,5731512.847425019,Dominican Republic,2002,56555663.999999985
723.2208000000012,12483275.701797498,Dominican Republic,2003,87672315.36000001
263.6088959999996,10972007.663984613,Dominican Republic,2004,88172448
1128.770496000001,14400040.324494546,Dominican Republic,2005,113565314.2
274.47695999999877,9802715.13977952,Dominican Republic,2006,95615715.92
881.2164000000173,20681610.11711039,Dominican Republic,2007,244005882.00000006
185.86464000000015,9757691.885830557,Dominican Republic,2008,94993942.60000001
311.03999999999996,1085481.048632448,Dominican Republic,2013,9005756.799999999
2791.2960000000057,32795605.010491192,Dominican Republic,2014,312012674.8800002
426.24,4573600.935661442,Dominican Republic,2015,41805228.60000009
199.48799999999997,4815720.93988608,Dominican Republic,2016,51263419.2
0.9072,2184204.5526839993,Ecuador,2001,95295516.25
4.08,144459.99726336,Ecuador,2013,2787725.55
8.16,570840.9717513601,Ecuador,2015,16530307.199999938
7.104000000000002,694234.2608052479,Ecuador,2016,18500733.35999995
2.1120000000000005,349264.00103270396,Ecuador,2017,8282756.16
19.823999999999998,306997.45688908803,Egypt,2014,122421579.28
0.576,33619.521742272,Egypt,2015,13056591.540000003
7.44,84926.79810935998,Egypt,2016,33129429.75000001
8533.001376,28402.719187200004,Egypt,2017,11425753.200000003
7.372800000000002,1757887.3407701736,El Salvador,2001,5127384.480000002
33.26131199999998,3874405.26335491,El Salvador,2002,14506252.260000002
33.12585600000004,4446480.724570747,El Salvador,2003,15766288.84
131.55763199999996,3911074.618086331,El Salvador,2004,14119203.6
0,3345109.970587007,El Salvador,2005,15729659.74
0,2010805.779324674,El Salvador,2006,8458912.44
0,5417102.012391838,El Salvador,2007,27358746.7
0,6626844.289351685,El Salvador,2008,22632582.4
0,6265928.954966398,El Salvador,2009,36493662
0,3570712.700639231,El Salvador,2010,14880755.44
0,8336900.749094402,El Salvador,2011,37859120
7937.772864000026,11537303.125332111,El Salvador,2012,45109716.8
5.76,103418.97739536,El Salvador,2013,413143.9000000001
202.91999997600004,2735592.3760089576,El Salvador,2014,13562525.6
69.59999999999998,2858761.957824,El Salvador,2015,12357953.999999998
15.959999999999999,3564565.7803511964,El Salvador,2016,14295411.45
92.48400000000002,4381648.106580443,Eritrea,2015,2211628.9200000055
1.092,16859.626694819992,Eritrea,2016,8606.880000000001
772.889347692,781757.367469008,Eritrea,2017,400001.02
181.44,819972.6607871997,Fiji,2014,7456331.520000001
2.5919999999999996,257342.75716176003,Fiji,2015,2353791.8999999994
39.16800000000001,879192.3589709759,Fiji,2016,3425559.8399999994
7.728,806420.46359952,Finland,2014,10485603.660000004
35.279999999999994,2664320.6095430385,Finland,2015,35285293.400000006
18.480000000000004,2014833.09682872,Finland,2016,26341449.750000007
26002.444846224003,270024.527551296,Finland,2017,3784787.299999999
75.88799999999999,5178797.407408895,France,2014,603289782.079999
102.62400000000002,7969282.392361151,France,2015,907926549.659998
86.68799999999999,7123185.485406141,France,2016,827384075.2799997
112139.340042672,1163658.096564576,France,2017,139151436.61999997
657.6779999999994,4939563.569418912,Gambia,2014,44479952.04
32.214000000000006,640450.122736704,Gambia,2015,6229269.7600000035
5832.3365792916,79538.45045269199,Gambia,2017,853155.8
2.8319999999999954,101163.36919833618,Georgia,2014,337872.1599999999
0.09600000000000007,13101.583867008014,Georgia,2015,37015.240000000005
2.975999999999989,79569.33350918397,Georgia,2016,371222.93999999994
3413.2005503999976,26712.14226528004,Georgia,2017,252331.57999999996
4.416,424479.4847850242,Germany,2014,25589613.36
10.080000000000002,739090.9789939198,Germany,2015,42053779.20000001
5.280000000000015,576474.6586593613,Germany,2016,34107695.10000001
7429.269956064001,78220.294581312,Germany,2017,4173398.3199999994
751.6320000000027,6148171.634108499,Ghana,2014,500506834.9099997
36.816,806910.9123048957,Ghana,2015,75449827.03999998
6665.5275191904,101770.04700911998,Ghana,2017,10330547.78
79.29599999999999,3947672.731333631,Greece,2014,42895612.48000005
2.976,546338.268596496,Greece,2015,5954924.230000009
41.664,1475801.60523264,Greece,2016,18425365.55999998
47784.807705600004,488306.24408563203,Greece,2017,5805377.480000003
106.55999999999996,1537201.5369573594,Grenada,2015,403786.3500000002
49.87199999999999,1608191.00693664,Grenada,2016,383485.19999999995
45.359999999999985,280844.62824959995,Guam,2014,16640
0.6480000000000005,87805.25411831985,Guam,2015,14220
9.791999999999978,293826.81251613604,Guam,2016,51034
18.432,4485355.421605436,Guatemala,2001,9464739.2
83.1532800000002,9696658.55739192,Guatemala,2002,34786384.04999999
82.81464000000034,11171935.452206876,Guatemala,2003,34542551.89999999
65.77881600000009,1941470.8158515512,Guatemala,2004,3554904.5
0,1658876.200037329,Guatemala,2005,6664093.630000001
0,1006204.0088849759,Guatemala,2006,3584521.71
0,1015459.1377169283,Guatemala,2007,3246255.1200000006
0,1538025.0311347204,Guatemala,2008,5700412.8
0,1462862.7604080013,Guatemala,2009,2805573
0,828820.2832027206,Guatemala,2010,2868922.1599999997
0,1901057.860819201,Guatemala,2011,5237740
1984.4432160000006,2640850.26966043,Guatemala,2012,12603648.04
1.1519999999999995,18480.522179519987,Guatemala,2013,93711.73999999999
40.58399999519992,484944.2477018878,Guatemala,2014,2647416.7200000007
13.919999999999984,503507.73644121474,Guatemala,2015,2499934.859999998
3.192000000000002,637555.7941096798,Guatemala,2016,3555580.12
59.84991599999999,976346.0270136697,Guyana,1990,5332803
72.42314099999989,2628406.1764514414,Guyana,1991,15510048.4
122.27453699999991,3711561.1408833703,Guyana,1992,23445278
112.89824699999988,3396489.2229289147,Guyana,1993,22821099
50.049951000000014,2976831.2963815853,Guyana,1994,21516448
110.31715799999996,3654930.696980724,Guyana,1995,26255564.490000002
335.0472719999999,5124378.551378273,Guyana,1996,35623499.339999996
310.5742500042,4507070.271811,Guyana,1997,33251604.74
161.97625499999978,5652740.385028802,Guyana,1998,28974371.799999997
260.6146200000009,4804135.380508209,Guyana,1999,29999004.42
377.6470320000015,7200919.962288618,Guyana,2000,26968333.979999997
258.61573499999946,5232687.799834401,Guyana,2001,20073467.700000003
128.514519,2907504.789518111,Guyana,2002,11289979.440000001
158.2045499999998,3002594.6604572134,Guyana,2003,15837228.810000002
57.66444599999992,2549832.8400745206,Guyana,2004,10736770.2
246.91854600000036,3330102.541407823,Guyana,2005,10698100.920000002
60.04183499999984,2216682.970160063,Guyana,2006,7583012.240000002
154.21287000000007,3599842.8313907026,Guyana,2007,10360870.959999995
32.52631200000002,1663683.6380591274,Guyana,2008,2695793.980000001
272.16,955863.526155888,Guyana,2013,3065532.479999999
2442.3839999999955,27838763.34086616,Guyana,2014,71673508.67999999
372.96,3759986.68372152,Guyana,2015,8292990.600000011
130.914,2916890.1979610394,Guyana,2016,7970604.600000008
3.6863999999999955,765567.2684472959,Honduras,2001,2297066.119999997
16.630655999999984,1667429.9556972957,Honduras,2002,2497119.6599999997
16.562928000000014,1906389.3761864637,Honduras,2003,4379174.879999997
65.77881600000009,1647905.2530615348,Honduras,2004,3545179.280000005
0,1393657.2890965906,Honduras,2005,5992926.46
0,851757.8587847997,Honduras,2006,3457601.7299999995
0,891662.1864020639,Honduras,2007,3924028.08
0,1393222.1829657594,Honduras,2008,5067676.8
0,1308453.4908864007,Honduras,2009,1935711
0,753432.919947648,Honduras,2010,1713599.0200000003
0,1762741.3880063994,Honduras,2011,9522192
1984.4432159999997,2485760.876964676,Honduras,2012,7581388.429999999
1.1519999999999986,17747.549717855993,Honduras,2013,27975.42
40.583999995199896,464643.2154798722,Honduras,2014,675127.44
13.919999999999993,483933.15892252786,Honduras,2015,1017099.1799999999
3.192000000000001,602624.249628768,Honduras,2016,1504286.6799999997
23.183999999999997,2613722.680995552,Iceland,2014,46171865.88000037
100.80000000000001,8318529.1277184,Iceland,2015,294266620.0000003
13.2,1560583.1943,Iceland,2016,30814115.249999978
22287.809868192002,248715.24863673598,Iceland,2017,6556342.800000001
107.376,2787866.4707500795,India,2015,4904425774.299984
72.48000000000002,534637.5428976,India,2016,972023021.0000002
23530.149102528005,772219.0339543679,India,2017,1472846151.9199986
1058.4000000000005,3694266.6180403214,Indonesia,2014,5334099965.600015
15.120000000000001,1155687.401274,Indonesia,2015,1761374958.0000072
221.95199999999994,3838619.335091714,Indonesia,2016,6040188607.400005
7.728,885047.1835423679,Ireland,2014,4778084.640000001
35.28,2964520.7321184,Ireland,2015,11756845.799999997
18.480000000000004,2214012.86626968,Ireland,2016,13521267.89999997
22287.809868192002,253826.42132217597,Ireland,2017,1611399.3600000006
28.319999999999997,1197262.15789824,Israel,2014,15016136.799999984
0.864,133917.657561648,Israel,2015,1685100.5099999998
10.416,309541.665351744,Israel,2016,4204996.109999999
13652.8022016,117037.87082918399,Israel,2017,1715320
84.96,4373016.86525184,Italy,2014,410776209.6000005
2.88,553008.85451856,Italy,2015,53937291.30000023
37.2,1347595.7408136006,Italy,2016,136890747
42665.00687999999,443669.8200624,Italy,2017,45435229.75000002
68.39990400000008,1229935.2457570084,Jamaica,1990,7261033.989999999
82.76930400000035,3384431.150390404,Jamaica,1991,18086991.999999996
139.74232800000007,5193889.975748642,Jamaica,1992,26917360.040000003
129.02656800000003,4742870.75764253,Jamaica,1993,27486540.619999997
57.19994400000004,4270806.443407965,Jamaica,1994,28606919.8
126.07675199999973,5164282.798526167,Jamaica,1995,31050256.560000002
382.91116800000106,7347628.652460089,Jamaica,1996,39296779.86
354.942000004804,6669636.143233198,Jamaica,1997,38108027.16
185.11572000000024,8572763.949075842,Jamaica,1998,48999454.6
297.8452800000008,7371986.516226393,Jamaica,1999,43351562.19
431.5966080000018,9836735.724656072,Jamaica,2000,49466831.400000006
295.5608400000017,7518465.385323974,Jamaica,2001,49675091.31
146.873736,4151710.8592934404,Jamaica,2002,29660614.720000003
180.80520000000027,4266905.191801634,Jamaica,2003,30082457.07
65.9022239999998,3520018.147931997,Jamaica,2004,26260962.000000004
282.19262400000116,4232088.800319598,Jamaica,2005,36148163.79000001
68.61923999999996,2897359.096727567,Jamaica,2006,26295415.77999999
352.4865600000035,10247764.887383033,Jamaica,2007,91462756.16000003
74.34585599999993,5262510.766664837,Jamaica,2008,38175799.92
155.52,736587.2707040638,Jamaica,2013,4462022.640000001
27.629807999999997,594577.167145152,Japan,2002,434141227.88
870.9119999999987,3410922.333107519,Japan,2014,1806626535.8400002
57.60000000000001,8987935.779565424,Japan,2016,4533827022.400006
0,2105895.9693388776,Japan,2017,1080095244.7999997
105.69599999999996,3522915.4813553276,Kenya,2015,96061593.64000028
1.2479999999999989,13982.64992803201,Kenya,2016,344068.86
883.3021116480002,670148.9846002558,Kenya,2017,14539811.900000004
60.480000000000004,294119.670829056,Kiribati,2014,833347.1999999998
0.8640000000000004,91751.31121248004,Kiribati,2015,341445.19999999995
13.055999999999997,311003.345642112,Kiribati,2016,2045257.0799999998
264.2399999999985,6498191.740327462,Kuwait,2015,70514362.15
3.12,25776.209812319998,Kuwait,2016,264111.3500000001
1766.604223296,983217.6754241274,Kuwait,2017,11244291.280000001
2.8320000000000007,129318.3994106881,Lebanon,2014,473365.92
0.09600000000000007,16492.089397440006,Lebanon,2015,52569.57
1.4879999999999975,50225.242114655885,Lebanon,2016,179120.22000000003
1706.6002751999988,16873.057440432014,Lebanon,2017,59533.1
8.495999999999999,244564.74755020798,Libya,2014,2927625.1200000006
0.28800000000000003,30156.214219632,Libya,2015,310255.32
4.464,89227.390844448,Libya,2016,985830.21
5119.800825599999,29527.953156576,Libya,2017,294047.97
264.2399999999984,8351695.063807911,Madagascar,2015,141856495.60000002
2.496,25975.733608704,Madagascar,2016,553218.4
1324.953167472,914943.3812673122,Madagascar,2017,21304369.619999997
1088.6400000000006,4822420.071942147,Malaysia,2014,1193850374.3999965
21.792,2183111.4921330237,Malaysia,2015,518701788.9000006
389.9520000000001,6456799.058658482,Malaysia,2016,1514706592.6200004
97057.9156752,1821886.36777728,Malaysia,2017,414064253.3999986
22.656000000000006,1007016.7438755836,Malta,2014,2029059.2000000011
0.768,127673.752831104,Malta,2015,245345.67999999996
11.904000000000003,392859.8596062721,Malta,2016,1380515.52
13652.8022016,131780.404880256,Malta,2017,553810.8799999999
30.239999999999988,179964.0794764803,Marshall Islands,2014,304940
0.43200000000000033,56124.68874432012,Marshall Islands,2015,172550.34999999998
6.527999999999993,188934.13923336,Marshall Islands,2016,264425.99
528.4799999999975,19854604.17440785,Mauritius,2015,83699914.2
6.24,77344.37024975999,Mauritius,2016,379588.80000000016
4416.51055824,3610182.734410556,Mauritius,2017,25841558.799999997
478.7993279999994,16717204.35292756,Mexico,1990,1476698092.2399974
579.3851280000002,45864143.44645045,Mexico,1991,4044407628.7999997
978.1962959999961,68152920.39317214,Mexico,1992,5133856219.099999
903.1859760000035,62136174.70597498,Mexico,1993,4439442479.570003
400.3996079999992,54934511.790336624,Mexico,1994,4325671373.450001
630.3837599999978,46433740.18519297,Mexico,1995,3592762805.5500016
1914.5558400000054,62534683.84705144,Mexico,1996,5236465573.2999935
1774.7100000240368,54590183.20311555,Mexico,1997,4733721397.55
925.5786000000019,66820759.164067216,Mexico,1998,4753715918.999998
1489.2263999999998,55039218.89272776,Mexico,1999,4025097973.0999994
3021.1762560000184,103608360.31156552,Mexico,2000,8632091484.660002
2116.849080000006,97524146.4921366,Mexico,2001,8939114733.120037
1701.5665440000007,108051229.17038819,Mexico,2002,10129789529.940022
2039.9329919999982,118974090.8004964,Mexico,2003,10646132787.899996
1579.925664000004,101994220.27441575,Mexico,2004,9368989648.239994
1975.3483680000088,92274356.72085434,Mexico,2005,9001962039.88
480.33468000000113,59451903.96819885,Mexico,2006,6238547109.960004
881.2164000000157,68254840.5983861,Mexico,2007,7720792533
148.69171200000025,53807270.9360551,Mexico,2008,6441844887.04
0,30671984.126347188,Mexico,2009,3550928530.5
0,16074048.303654913,Mexico,2010,1820537422.8000002
0,30916299.427200023,Mexico,2011,3437108660
21828.875375999945,47872095.49221107,Mexico,2012,5663186746.689999
247.10399999999996,1962601.1600912635,Mexico,2013,247248419.04000002
6191.3519999280115,136340324.00036943,Mexico,2014,17128251354.360016
1061.2800000000004,29374095.745149173,Mexico,2015,3772323594.9000044
559.3680000000003,41521717.4043973,Mexico,2016,5582556356.85
11.328000000000001,446277.0448711681,Montenegro,2014,240101.11999999997
0.28800000000000003,41897.855385216,Montenegro,2015,22739.46
5.952,168076.52046892798,Montenegro,2016,100970.16
6826.401100800001,56140.898259839996,Montenegro,2017,35357.920000000006
1506.0959999999986,9948341.34417486,Morocco,2014,1611857473.4999993
36.91199999999999,658106.789589888,Morocco,2015,96264701.13000001
2.976000000000001,35458.12509552001,Morocco,2016,5291697.180000001
10078.728069590397,95593.91028787199,Morocco,2017,12563825.920000002
52.848,2091988.4175148318,Mozambique,2015,83645083.2500004
0.6240000000000004,8150.0105987519955,Mozambique,2016,328347.57000000007
